Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
71,3705,1.48845e+06,411587,0,0,1,0.0396552,MildStalling,2300,0,950,100,58.3712,1.48845e+06,2,2,3,2.2936
72,3912,1136343,22486.9,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1136343,2,1,1,3.2476
73,4005,1.11507e+06,84846.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.11507e+06,2,1,1,3.2476
74,3905,1.25727e+06,6579.44,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.25727e+06,2,1,1,3.2476
75,3926,1.09416e+06,51913.7,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.09416e+06,2,1,1,3.2476
76,4726,910502,234397,7.5,7.5,0,0,NoStalling,0,0,463.75,227.5,70.2688,910502,2,1,1,3.2476
77,5006,1045985,358951,11.25,6.49519,0,0,NoStalling,0,0,501.25,364.5,78.3044,1045985,3,1,1,3.1804
78,4005,1145076,109912,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1145076,2,1,1,3.2476
79,3805,1.32136e+06,116118,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32136e+06,2,1,1,3.2476
80,4712,975360,271623,11.25,6.49519,0,0,NoStalling,0,0,516.75,333.5,74.2162,975360,2,1,1,3.2476
81,3805,1.29757e+06,75379.1,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.29757e+06,2,1,1,3.2476
82,4005,1.21816e+06,61730.2,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.21816e+06,2,1,1,3.2476
83,4022,1.11975e+06,79619.6,3.75,6.49519,0,0,NoStalling,0,0,579.5,208,63.068,1.11975e+06,2,1,1,3.2476
84,3905,1.22319e+06,38019.1,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22319e+06,2,1,1,3.2476
85,3705,1.39649e+06,294312,0,0,1,0.00172414,MildStalling,100,0,900,0,57.735,1.39649e+06,2,1,3,3.0356
86,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
87,4007,1.17458e+06,31934.6,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.17458e+06,2,1,1,3.2476
88,4705,968493,258805,11.25,6.49519,0,0,NoStalling,0,0,516.75,333.5,74.2162,968493,2,1,1,3.2476
89,4033,1.12105e+06,72350.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.12105e+06,2,1,1,3.2476
90,4105,1.1602e+06,134974,3.75,6.49519,0,0,NoStalling,0,0,632.5,208,63.6734,1.1602e+06,2,1,1,3.2476
91,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
92,3705,1.47187e+06,378109,0,0,0,0,NoStalling,0,0,900,0,57.735,1.47187e+06,2,1,1,3.2476
93,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
94,4121,1052932,40987.3,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1052932,2,1,1,3.2476
95,3805,1.32146e+06,116056,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32146e+06,2,1,1,3.2476
96,3905,1.13016e+06,54234.1,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.13016e+06,2,1,1,3.2476
97,4012,1.03669e+06,16219.9,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.03669e+06,2,1,1,3.2476
98,3726,1.40601e+06,266802,0,0,0,0,NoStalling,0,0,900,0,57.735,1.40601e+06,2,1,1,3.2476
99,3926,1.15182e+06,76404.7,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.15182e+06,2,1,1,3.2476
100,4005,1.22583e+06,51475.2,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22583e+06,2,1,1,3.2476
101,4005,1.03293e+06,23222.6,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.03293e+06,2,1,1,3.2476
102,4726,933679,245199,7.5,7.5,0,0,NoStalling,0,0,516.75,333.5,74.2162,933679,2,1,1,3.2476
103,3805,1.31296e+06,102028,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.31296e+06,2,1,1,3.2476
104,4926,1.00706e+06,326874,11.25,6.49519,0,0,NoStalling,0,0,501.25,364.5,78.3044,1.00706e+06,2,1,1,3.2476
105,3905,1.27057e+06,28038.2,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.27057e+06,2,1,1,3.2476
106,3907,1232038,40746.1,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232038,2,1,1,3.2476
107,4126,1.0285e+06,30291.9,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.0285e+06,2,1,1,3.2476
108,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
109,4122,1050692,64565.6,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1050692,2,1,1,3.2476
110,4105,1.17607e+06,135518,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.17607e+06,2,1,1,3.2476
111,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
112,3819,1.21379e+06,124910,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.21379e+06,2,1,1,3.2476
113,3705,1.28298e+06,278821,0,0,0,0,NoStalling,0,0,736.5,0,57.735,1.28298e+06,2,1,1,3.2476
114,3927,1098443,59201.4,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1098443,2,1,1,3.2476
115,4012,1.09433e+06,46774.9,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.09433e+06,2,1,1,3.2476
116,4026,1.03669e+06,16219.9,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.03669e+06,2,1,1,3.2476
117,3926,1.27501e+06,35781.4,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.27501e+06,2,1,1,3.2476
118,3614,4.8446e+06,1.21566e+06,15,10.6066,0,0,NoStalling,0,0,2200,1150,71.798,4.8446e+06,2,1,1,3.2476
119,3705,1.4075e+06,265933,0,0,0,0,NoStalling,0,0,900,0,57.735,1.4075e+06,2,1,1,3.2476
120,3926,1.11615e+06,73210.6,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.11615e+06,2,1,1,3.2476
121,4014,1.28565e+06,264530,3.75,6.49519,0,0,NoStalling,0,0,632.5,208,63.6734,1.28565e+06,2,1,1,3.2476
122,4012,1227864,44920.5,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1227864,2,1,1,3.2476
123,3905,1.13354e+06,35964.5,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.13354e+06,2,1,1,3.2476
124,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
125,4012,1.24039e+06,54183.3,0,0,0,0,NoStalling,0,0,687,317,66.5771,1.24039e+06,2,1,1,3.2476
126,3905,1.26005e+06,11675.2,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26005e+06,2,1,1,3.2476
127,4705,1.07396e+06,316348,11.25,6.49519,0,0,NoStalling,0,0,516.75,333.5,74.2162,1.07396e+06,2,1,1,3.2476
128,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
129,3805,1.32146e+06,116056,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32146e+06,2,1,1,3.2476
130,3906,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
131,3805,1.31377e+06,103421,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.31377e+06,2,1,1,3.2476
132,4013,1114362,97640.4,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1114362,2,1,1,3.2476
133,3926,1.26762e+06,28382,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26762e+06,2,1,1,3.2476
134,3805,1.32022e+06,116768,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32022e+06,2,1,1,3.2476
135,3905,1.23203e+06,39585.5,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.23203e+06,2,1,1,3.2476
136,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
137,3705,1.4328e+06,309708,0,0,0,0,NoStalling,0,0,900,0,57.735,1.4328e+06,2,1,1,3.2476
138,4605,980518,248787,11.25,6.49519,0,0,NoStalling,0,0,516.75,333.5,74.2162,980518,2,1,1,3.2476
139,3926,1.20438e+06,92347.6,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.20438e+06,2,1,1,3.2476
140,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
141,4012,1.03632e+06,16847,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.03632e+06,2,1,1,3.2476
142,4021,1.1882e+06,110340,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.1882e+06,2,1,1,3.2476
143,4013,1.11635e+06,80490.7,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.11635e+06,2,1,1,3.2476
144,3905,1.23248e+06,39869.5,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.23248e+06,2,1,1,3.2476
145,3912,1.16023e+06,75396.9,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.16023e+06,2,1,1,3.2476
146,4020,1180107,98647.5,0,0,0,0,NoStalling,0,0,687,317,66.5771,1180107,2,1,1,3.2476
147,3905,1.26493e+06,18439.6,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26493e+06,2,1,1,3.2476
148,3805,1325220,114037,0,0,0,0,NoStalling,0,0,791,109,58.8211,1325220,2,1,1,3.2476
149,4805,1.05762e+06,338803,11.25,6.49519,0,0,NoStalling,0,0,501.25,364.5,78.3044,1.05762e+06,2,1,1,3.2476
150,4019,1.03669e+06,16219.9,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.03669e+06,2,1,1,3.2476
151,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
152,3926,1.10434e+06,70593.5,0,0,0,0,NoStalling,0,0,630.5,106,59.3444,1.10434e+06,2,1,1,3.2476
153,3905,1.23199e+06,40714,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.23199e+06,2,1,1,3.2476
154,3616,2.93937e+06,412526,3.75,6.49519,0,0,NoStalling,0,0,1550,500,63.4591,2.93937e+06,2,1,1,3.2476
155,3905,1.26977e+06,28534.7,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26977e+06,2,1,1,3.2476
156,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
157,4826,1.05905e+06,337001,11.25,6.49519,0,0,NoStalling,0,0,501.25,364.5,78.3044,1.05905e+06,2,1,1,3.2476
158,4012,1.20741e+06,77694.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.20741e+06,2,1,1,3.2476
159,3905,1269791,28520.7,0,0,0,0,NoStalling,0,0,738,215,61.3002,1269791,2,1,1,3.2476
160,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
161,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
162,4826,1.11098e+06,415176,7.5,7.5,0,0,NoStalling,0,0,608.75,473.5,81.5597,1.11098e+06,2,1,1,3.2476
163,4626,1.0582e+06,292823,11.25,6.49519,0,0,NoStalling,0,0,516.75,333.5,74.2162,1.0582e+06,2,1,1,3.2476
164,3905,1269196,27419.3,0,0,0,0,NoStalling,0,0,738,215,61.3002,1269196,2,1,1,3.2476
165,3812,1.29392e+06,69057.6,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.29392e+06,2,1,1,3.2476
166,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
167,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
168,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
169,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
170,4012,1.22914e+06,45754,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22914e+06,2,1,1,3.2476
171,3812,1.29323e+06,69491.1,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.29323e+06,2,1,1,3.2476
172,4127,1.05386e+06,51038.3,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.05386e+06,2,1,1,3.2476
173,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
174,3926,1.22945e+06,38493,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22945e+06,2,1,1,3.2476
175,3905,1.27054e+06,28055.1,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.27054e+06,2,1,1,3.2476
176,4008,1.10188e+06,15850.4,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.10188e+06,2,1,1,3.2476
177,3905,1.27057e+06,28038.2,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.27057e+06,2,1,1,3.2476
178,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
179,3905,1.14291e+06,132381,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.14291e+06,2,1,1,3.2476
180,4026,1.23495e+06,96389.9,3.75,6.49519,0,0,NoStalling,0,0,632.5,208,63.6734,1.23495e+06,2,1,1,3.2476
181,3805,1.32063e+06,114607,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32063e+06,2,1,1,3.2476
182,3926,1.09877e+06,58767.6,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.09877e+06,2,1,1,3.2476
183,3805,1.27923e+06,141150,0,0,0,0,NoStalling,0,0,736.5,0,57.735,1.27923e+06,2,1,1,3.2476
184,4006,1132197,17504.7,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1132197,2,1,1,3.2476
185,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
186,3805,1354293,170551,0,0,0,0,NoStalling,0,0,791,109,58.8211,1354293,2,1,1,3.2476
187,3805,1.32146e+06,116056,0,0,0,0,NoStalling,0,0,791,109,58.8211,1.32146e+06,2,1,1,3.2476
188,4006,1.17668e+06,66266.9,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.17668e+06,2,1,1,3.2476
189,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
190,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
191,3805,1320530,116589,0,0,0,0,NoStalling,0,0,791,109,58.8211,1320530,2,1,1,3.2476
192,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
193,4005,1.20109e+06,92458.7,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.20109e+06,2,1,1,3.2476
194,3905,1.26982e+06,28504.9,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.26982e+06,2,1,1,3.2476
195,3616,3.53064e+06,606556,0,0,0,0,NoStalling,0,0,2075,1150,70.9412,3.53064e+06,2,1,1,3.2476
196,3905,1.27057e+06,28038.2,0,0,0,0,NoStalling,0,0,738,215,61.3002,1.27057e+06,2,1,1,3.2476
197,3805,1354293,170551,0,0,0,0,NoStalling,0,0,791,109,58.8211,1354293,2,1,1,3.2476
198,3905,1.1688e+06,39154.3,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.1688e+06,2,1,1,3.2476
