Time	Node	UserId	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
3.459	3	0	0	1	2425263	0	3458	
3.46	4	0	0	1	2425263	0	3459	
3.461	5	0	0	1	2425263	0	3460	
3.463	6	0	0	1	2490810	0	3462	
3.463	7	0	0	1	2425263	0	3462	
3.463	8	0	0	1	2425263	0	3462	
3.464	9	0	0	1	2363077	0	3463	
3.464	10	0	0	1	2363077	0	3463	
5.459	3	0	1	14	2630458	0	0	
5.46	4	0	1	14	2677124	0	0	
5.461	5	0	1	14	2720303	0	0	
5.463	6	0	1	14	1452482	0	0	
5.463	7	0	1	14	2578417	0	0	
5.463	8	0	1	14	2618447	0	0	
5.464	9	0	1	14	1500366	0	0	
5.464	10	0	1	14	2444330	0	0	
7.459	3	0	2	15	2835069	0	0	
7.46	4	0	2	15	2833201	0	0	
7.461	5	0	2	15	2836939	0	0	
7.463	6	0	2	14	2836004	0	0	
7.463	7	0	2	15	2833201	0	0	
7.463	8	0	2	15	2835069	0	0	
7.464	9	0	2	14	2878714	0	0	
7.464	10	0	2	15	2796359	0	0	
9.459	3	0	3	16	2903248	0	0	
9.46	4	0	3	16	2872706	0	0	
9.461	5	0	3	16	2901534	2	0	
9.463	6	0	3	15	2835069	0	0	
9.463	7	0	3	16	2874386	0	0	
9.463	8	0	3	16	2841156	0	0	
9.464	9	0	3	16	2747456	0	0	
9.464	10	0	3	16	2867678	0	0	
11.459	3	0	4	16	2748993	2	0	
11.46	4	0	4	16	2776949	2	0	
11.461	5	0	4	16	2748993	2	0	
11.463	6	0	4	16	2805479	2	0	
11.463	7	0	4	16	2775381	2	0	
11.463	8	0	4	16	2807081	2	0	
11.464	9	0	4	16	2869352	0	0	
11.464	10	0	4	16	2775381	2	0	
13.459	3	0	5	16	2871028	2	0	
13.46	4	0	5	16	2901534	2	0	
13.461	5	0	5	16	2839514	2	0	
13.463	6	0	5	16	2872706	2	0	
13.463	7	0	5	16	2903248	2	0	
13.463	8	0	5	16	2903248	2	0	
13.464	9	0	5	16	2808685	2	0	
13.464	10	0	5	16	2901534	2	0	
15.459	3	0	6	16	2745921	2	0	
15.46	4	0	6	16	2748993	2	0	
15.461	5	0	6	16	2871028	2	0	
15.463	6	0	6	16	2476171	2	0	
15.463	7	0	6	16	2747456	2	0	
15.463	8	0	6	16	2747456	2	0	
15.464	9	0	6	16	2805479	2	0	
15.464	10	0	6	16	2747456	2	0	
17.459	3	0	7	16	2837875	2	0	
17.46	4	0	7	16	2837875	2	0	
17.461	5	0	7	16	2775381	2	0	
17.463	6	0	7	16	2839514	2	0	
17.463	7	0	7	16	2839514	2	0	
17.463	8	0	7	16	2839514	2	0	
17.464	9	0	7	16	2872706	2	0	
17.464	10	0	7	16	2871028	2	0	
19.459	3	0	8	16	2871028	2	0	
19.46	4	0	8	16	2871028	2	0	
19.461	5	0	8	16	2901534	2	0	
19.463	6	0	8	16	2872706	2	0	
19.463	7	0	8	16	2871028	2	0	
19.463	8	0	8	16	2869352	2	0	
19.464	9	0	8	16	2450249	2	0	
19.464	10	0	8	16	2871028	2	0	
21.459	3	0	9	16	2776949	2	0	
21.46	4	0	9	16	2775381	2	0	
21.461	5	0	9	16	2747456	2	0	
21.463	6	0	9	16	2773815	2	0	
