Time	Node	UserId	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
4.006	70	0	0	1	1163636	0	3905	
4.006	78	0	0	1	1163636	0	3905	
4.007	72	0	0	1	1163636	0	3905	
4.007	71	0	0	1	1163636	0	3905	
4.007	65	0	0	1	1163636	0	3905	
4.008	67	0	0	1	1163636	0	3905	
4.008	77	0	0	1	1163636	0	3905	
4.009	80	0	0	1	1163636	0	3905	
4.009	79	0	0	1	1163636	0	3905	
4.009	57	0	0	1	1163636	0	3905	
4.01	61	0	0	1	1163636	0	3905	
4.01	73	0	0	1	1163636	0	3905	
4.01	83	0	0	1	1163636	0	3905	
4.011	76	0	0	1	1163636	0	3905	
4.012	66	0	0	1	1163636	0	3905	
4.012	75	0	0	1	1163636	0	3905	
4.012	69	0	0	1	1163636	0	3905	
4.013	68	0	0	1	1163636	0	3905	
4.013	81	0	0	1	1163636	0	3905	
4.014	64	0	0	1	1163636	0	3905	
4.015	60	0	0	1	1163636	0	3905	
4.015	82	0	0	1	1163636	0	3905	
4.022	63	0	0	1	1163636	0	3912	
4.109	74	0	0	1	1148172	0	4005	
4.229	58	0	0	1	969424	0	4126	
4.229	84	0	0	1	969424	0	4126	
4.236	59	0	0	1	969424	0	4126	
19.006	70	0	1	10	1260696	0	0	
19.006	78	0	1	10	1260696	0	0	
19.007	72	0	1	10	1260696	0	0	
19.007	71	0	1	10	1260696	0	0	
19.007	65	0	1	10	1260696	0	0	
19.008	67	0	1	10	1260696	0	0	
19.008	77	0	1	10	1260696	0	0	
19.009	80	0	1	10	1260696	0	0	
19.009	79	0	1	10	1260696	0	0	
19.009	57	0	1	10	1260696	0	0	
19.01	61	0	1	10	1260696	0	0	
19.01	73	0	1	10	1260696	0	0	
19.01	83	0	1	10	1260696	0	0	
19.011	76	0	1	10	1260696	0	0	
19.012	66	0	1	10	1260696	0	0	
19.012	75	0	1	10	1260696	0	0	
19.012	69	0	1	10	1260696	0	0	
19.013	68	0	1	10	1260696	0	0	
19.013	81	0	1	10	1260696	0	0	
19.014	64	0	1	10	1260696	0	0	
19.015	60	0	1	10	1260696	0	0	
19.015	82	0	1	10	1260696	0	0	
19.022	63	0	1	10	1260696	0	0	
19.109	74	0	1	10	1260513	0	0	
19.229	58	0	1	10	1050605	0	0	
19.229	84	0	1	10	1050605	0	0	
19.236	59	0	1	10	1050605	0	0	
34.006	70	0	2	12	1252888	0	0	
34.006	78	0	2	12	1252888	0	0	
34.007	72	0	2	12	1252888	0	0	
34.007	71	0	2	12	1252888	0	0	
34.007	65	0	2	12	1252888	0	0	
34.008	67	0	2	12	1252888	0	0	
34.008	77	0	2	12	1252888	0	0	
34.009	80	0	2	12	1252888	0	0	
34.009	79	0	2	12	1252888	0	0	
34.009	57	0	2	12	1252888	0	0	
34.01	61	0	2	12	1252888	0	0	
34.01	73	0	2	12	1252888	0	0	
34.01	83	0	2	12	1252888	0	0	
34.011	76	0	2	12	1252888	0	0	
34.012	66	0	2	12	1226103	0	0	
34.012	75	0	2	12	1252888	0	0	
34.012	69	0	2	12	1252888	0	0	
34.013	68	0	2	12	1252888	0	0	
34.013	81	0	2	12	1252888	0	0	
34.014	64	0	2	12	1226402	0	0	
34.015	60	0	2	12	1252888	0	0	
34.015	82	0	2	12	1252888	0	0	
34.022	63	0	2	12	1252888	0	0	
34.109	74	0	2	12	1252888	0	0	
34.229	58	0	2	11	1251423	15	0	
34.229	84	0	2	11	1251688	15	0	
34.236	59	0	2	11	1251688	15	0	
49.006	70	0	3	12	1252888	0	0	
49.006	78	0	3	12	1252888	0	0	
49.007	72	0	3	12	1252888	0	0	
49.007	71	0	3	12	1252888	0	0	
49.007	65	0	3	12	1252888	0	0	
49.008	67	0	3	12	1252888	0	0	
49.008	77	0	3	12	1252888	0	0	
49.009	80	0	3	12	1252888	0	0	
49.009	79	0	3	12	1252888	0	0	
49.009	57	0	3	12	1252888	0	0	
49.01	61	0	3	12	1252888	0	0	
49.01	73	0	3	12	1252888	0	0	
49.01	83	0	3	12	1252888	0	0	
49.011	76	0	3	12	1252888	0	0	
49.012	66	0	3	12	1252680	0	0	
49.012	75	0	3	12	1252888	0	0	
49.012	69	0	3	12	1252888	0	0	
49.013	68	0	3	12	1252888	0	0	
49.013	81	0	3	12	1252888	0	0	
49.014	64	0	3	12	1252888	0	0	
49.015	60	0	3	12	1252888	0	0	
49.015	82	0	3	12	1252888	0	0	
49.022	63	0	3	12	1252888	0	0	
49.109	74	0	3	12	1252888	0	0	
49.229	58	0	3	12	1252888	15	0	
49.229	84	0	3	12	1252888	15	0	
49.236	59	0	3	12	1252888	15	0	
