Time	Node	UserId	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
3.462	3	0	0	1	2490810	0	3462	
3.46599	4	0	0	1	2304000	0	3465	
5.46201	3	0	1	14	4167441	0	0	
5.46599	4	0	1	14	3531034	0	0	
7.46201	3	0	2	18	4126952	0	0	
7.46599	4	0	2	16	3630133	2	0	
9.462	3	0	3	20	4091576	2	0	
9.46599	4	0	3	18	3779469	0	0	
11.462	3	0	4	20	4700744	2	0	
11.466	4	0	4	19	3096328	0	0	
13.462	3	0	5	20	5247645	2	0	
13.466	4	0	5	18	2672757	0	0	
15.462	3	0	6	20	5116543	4	0	
15.466	4	0	6	16	2708099	0	0	
17.462	3	0	7	20	5186584	4	0	
17.466	4	0	7	16	2842799	2	0	
19.462	3	0	8	20	5021603	4	0	
19.466	4	0	8	16	3081630	2	0	
21.462	3	0	9	20	4857436	4	0	
21.466	4	0	9	17	3182851	2	0	
23.462	3	0	10	20	4738962	6	0	
23.466	4	0	10	17	3254356	2	0	
25.462	3	0	11	20	4634617	6	0	
25.466	4	0	11	18	3326700	2	0	
27.462	3	0	12	20	4510476	6	0	
27.466	4	0	12	18	3447448	2	0	
29.462	3	0	13	20	4486441	4	0	
29.466	4	0	13	18	4661166	2	0	
31.462	3	0	14	20	4300567	4	0	
31.466	4	0	14	20	4603645	4	0	
33.462	3	0	15	20	3194603	4	0	
33.466	4	0	15	20	4592485	4	0	
35.462	3	0	16	19	3301704	4	0	
35.466	4	0	16	20	4489099	6	0	
37.462	3	0	17	18	3071040	4	0	
37.466	4	0	17	20	5633903	6	0	
39.462	3	0	18	17	2303801	6	0	
39.466	4	0	18	20	5510982	6	0	
41.462	3	0	19	16	2379090	6	0	
41.466	4	0	19	20	5514992	6	0	
43.462	3	0	20	16	3569499	6	0	
43.466	4	0	20	20	5247645	6	0	
45.462	3	0	21	17	3920264	6	0	
45.466	4	0	21	20	3969408	6	0	
47.462	3	0	22	19	3855836	6	0	
47.466	4	0	22	20	3952843	4	0	
49.462	3	0	23	20	3881967	8	0	
49.466	4	0	23	20	4007192	4	0	
51.462	3	0	24	20	4264265	8	0	
51.466	4	0	24	20	3781237	6	0	
53.462	3	0	25	20	5463302	8	0	
53.466	4	0	25	20	2416326	6	0	
55.462	3	0	26	20	5366572	8	0	
55.466	4	0	26	17	2666906	6	0	
57.462	3	0	27	20	5240387	8	0	
57.466	4	0	27	16	2998901	6	0	
59.462	3	0	28	20	5123462	8	0	
59.466	4	0	28	17	4179591	6	0	
