ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
300,1485,2,10,0,3337,800,480
301,1485,2,10,0,3337,800,480
302,1485,2,10,0,3337,800,480
303,1485,2,10,0,3337,800,480
304,1485,2,10,0,3337,800,480
305,1485,2,10,0,3337,800,480
306,1485,2,10,0,3337,800,480
307,1485,2,10,0,3337,800,480
308,1485,2,10,0,3337,800,480
309,1485,2,10,0,3337,800,480
310,1485,2,10,0,3337,800,480
311,1485,2,10,0,3337,800,480
312,1485,2,10,0,3337,800,480
313,1485,2,10,0,3337,800,480
314,1485,2,10,0,3337,800,480
315,1485,2,10,0,3337,800,480
316,1485,2,10,0,3337,800,480
317,1485,2,10,0,3337,800,480
318,1485,2,10,0,3337,800,480
319,1485,2,10,0,3337,800,480
320,1485,2,10,0,3337,800,480
321,1485,2,10,0,3337,800,480
322,1485,2,10,0,3337,800,480
323,1485,2,10,0,3337,800,480
324,1485,2,10,0,3337,800,480
325,1485,2,10,0,3337,800,480
326,1485,2,10,0,3337,800,480
327,1485,2,10,0,3337,800,480
328,1485,2,10,0,3337,800,480
329,1485,2,10,0,3337,800,480
330,1485,2,10,0,3337,800,480
331,1485,2,10,0,3337,800,480
332,1485,2,10,0,3337,800,480
333,1485,2,10,0,3337,800,480
334,1485,2,10,0,3337,800,480
335,1485,2,10,0,3337,800,480
336,1485,2,10,0,3337,800,480
337,1485,2,10,0,3337,800,480
338,1485,2,10,0,3337,800,480
339,1485,2,10,0,3337,800,480
340,1485,2,10,0,3337,800,480
341,1485,2,10,0,3337,800,480
342,1485,2,10,0,3337,800,480
343,1485,2,10,0,3337,800,480
344,1485,2,10,0,3337,800,480
345,1485,2,10,0,3337,800,480
346,1485,2,10,0,3337,800,480
347,1485,2,10,0,3337,800,480
348,1485,2,10,0,3337,800,480
349,1485,2,10,0,3337,800,480
350,1485,2,10,0,3337,800,480
351,1485,2,10,0,3337,800,480
352,1485,2,10,0,3337,800,480
353,1485,2,10,0,3337,800,480
354,1485,2,10,0,3337,800,480
355,1485,2,10,0,3337,800,480
356,1485,2,10,0,3337,800,480
357,1485,2,10,0,3337,800,480
358,1485,2,10,0,3337,800,480
359,1485,2,10,0,3337,800,480
360,1485,2,10,0,3337,800,480
361,1485,2,10,0,3337,800,480
362,1485,2,10,0,3337,800,480
363,1485,2,10,0,3337,800,480
364,1485,2,10,0,3337,800,480
365,1485,2,10,0,3337,800,480
366,1485,2,10,0,3337,800,480
367,1485,2,10,0,3337,800,480
368,1485,2,10,0,3337,800,480
369,1485,2,10,0,3337,800,480
370,1485,2,10,0,3337,800,480
371,1485,2,10,0,3337,800,480
372,1485,2,10,0,3337,800,480
373,1485,2,10,0,3337,800,480
374,1485,2,10,0,3337,800,480
375,1485,2,10,0,3337,800,480
376,1485,2,10,0,3337,800,480
377,1485,2,10,0,3337,800,480
378,1485,2,10,0,3337,800,480
379,1485,2,10,0,3337,800,480
380,1485,2,10,0,3337,800,480
381,1485,2,10,0,3337,800,480
382,1485,2,10,0,3337,800,480
383,1485,2,10,0,3337,800,480
384,1485,2,10,0,3337,800,480
385,1485,2,10,0,3337,800,480
386,1485,2,10,0,3337,800,480
387,1485,2,10,0,3337,800,480
388,1485,2,10,0,3337,800,480
389,1485,2,10,0,3337,800,480
390,1485,2,10,0,3337,800,480
391,1485,2,10,0,3337,800,480
392,1485,2,10,0,3337,800,480
393,1485,2,10,0,3337,800,480
394,1485,2,10,0,3337,800,480
395,1485,2,10,0,3337,800,480
396,1485,2,10,0,3337,800,480
397,1485,2,10,0,3337,800,480
398,1485,2,10,0,3337,800,480
399,1485,2,10,0,3337,800,480
400,1485,2,10,0,3337,800,480
401,1485,2,10,0,3337,800,480
402,1485,2,10,0,3337,800,480
403,1485,2,10,0,3337,800,480
404,1485,2,10,0,3337,800,480
405,1485,2,10,0,3337,800,480
406,1485,2,10,0,3337,800,480
407,1485,2,10,0,3337,800,480
408,1485,2,10,0,3337,800,480
409,1485,2,10,0,3337,800,480
410,1485,2,10,0,3337,800,480
411,1485,2,10,0,3337,800,480
412,1485,2,10,0,3337,800,480
413,1485,2,10,0,3337,800,480
414,1485,2,10,0,3337,800,480
415,1485,2,10,0,3337,800,480
416,1485,2,10,0,3337,800,480
417,1485,2,10,0,3337,800,480
418,1485,2,10,0,3337,800,480
419,1485,2,10,0,3337,800,480
420,1485,2,10,0,3337,800,480
421,1485,2,10,0,3337,800,480
422,1485,2,10,0,3337,800,480
423,1485,2,10,0,3337,800,480
424,1485,2,10,0,3337,800,480
425,1485,2,10,0,3337,800,480
426,1485,2,10,0,3337,800,480
427,1485,2,10,0,3337,800,480
428,1485,2,10,0,3337,800,480
429,1485,2,10,0,3337,800,480
430,1485,2,10,0,3337,800,480
431,1485,2,10,0,3337,800,480
432,1485,2,10,0,3337,800,480
433,1485,2,10,0,3337,800,480
434,1485,2,10,0,3337,800,480
435,1485,2,10,0,3337,800,480
436,1485,2,10,0,3337,800,480
437,1485,2,10,0,3337,800,480
438,1485,2,10,0,3337,800,480
439,1485,2,10,0,3337,800,480
440,1485,2,10,0,3337,800,480
441,1485,2,10,0,3337,800,480
442,1485,2,10,0,3337,800,480
443,1485,2,10,0,3337,800,480
444,1485,2,10,0,3337,800,480
445,1485,2,10,0,3337,800,480
446,1485,2,10,0,3337,800,480
447,1485,2,10,0,3337,800,480
448,1485,2,10,0,3337,800,480
449,1485,2,10,0,3337,800,480
450,1485,2,10,0,3337,800,480
451,1485,2,10,0,3337,800,480
452,1485,2,10,0,3337,800,480
453,1485,2,10,0,3337,800,480
454,1485,2,10,0,3337,800,480
455,1485,2,10,0,3337,800,480
456,1485,2,10,0,3337,800,480
457,1485,2,10,0,3337,800,480
458,1485,2,10,0,3337,800,480
459,1485,2,10,0,3337,800,480
460,1485,2,10,0,3337,800,480
461,1485,2,10,0,3337,800,480
462,1485,2,10,0,3337,800,480
463,1485,2,10,0,3337,800,480
464,1485,2,10,0,3337,800,480
465,1485,2,10,0,3337,800,480
466,1485,2,10,0,3337,800,480
467,1485,2,10,0,3337,800,480
468,1485,2,10,0,3337,800,480
469,1485,2,10,0,3337,800,480
470,1485,2,10,0,3337,800,480
471,1485,2,10,0,3337,800,480
472,1485,2,10,0,3337,800,480
473,1485,2,10,0,3337,800,480
474,1485,2,10,0,3337,800,480
475,1485,2,10,0,3337,800,480
476,1485,2,10,0,3337,800,480
477,1485,2,10,0,3337,800,480
478,1485,2,10,0,3337,800,480
479,1485,2,10,0,3337,800,480
480,1485,2,10,0,3337,800,480
481,1485,2,10,0,3337,800,480
482,1485,2,10,0,3337,800,480
483,1485,2,10,0,3337,800,480
484,1485,2,10,0,3337,800,480
485,1485,2,10,0,3337,800,480
486,1485,2,10,0,3337,800,480
487,1485,2,10,0,3337,800,480
488,1485,2,10,0,3337,800,480
489,1485,2,10,0,3337,800,480
490,1485,2,10,0,3337,800,480
491,1485,2,10,0,3337,800,480
492,1485,2,10,0,3337,800,480
493,1485,2,10,0,3337,800,480
494,1485,2,10,0,3337,800,480
495,1485,2,10,0,3337,800,480
496,1485,2,10,0,3337,800,480
497,1485,2,10,0,3337,800,480
498,1485,2,10,0,3337,800,480
499,1485,2,10,0,3337,800,480
500,1485,2,10,0,3337,800,480
501,1485,2,10,0,3337,800,480
502,1485,2,10,0,3337,800,480
503,1485,2,10,0,3337,800,480
504,1485,2,10,0,3337,800,480
505,1485,2,10,0,3337,800,480
506,1485,2,10,0,3337,800,480
507,1485,2,10,0,3337,800,480
508,1485,2,10,0,3337,800,480
509,1485,2,10,0,3337,800,480
510,1485,2,10,0,3337,800,480
511,1485,2,10,0,3337,800,480
512,1485,2,10,0,3337,800,480
513,1485,2,10,0,3337,800,480
514,1485,2,10,0,3337,800,480
515,1485,2,10,0,3337,800,480
516,1485,2,10,0,3337,800,480
517,1485,2,10,0,3337,800,480
518,1485,2,10,0,3337,800,480
519,1485,2,10,0,3337,800,480
520,1485,2,10,0,3337,800,480
521,1485,2,10,0,3337,800,480
522,1485,2,10,0,3337,800,480
523,1485,2,10,0,3337,800,480
524,1485,2,10,0,3337,800,480
525,1485,2,10,0,3337,800,480
526,1485,2,10,0,3337,800,480
527,1485,2,10,0,3337,800,480
528,1485,2,10,0,3337,800,480
529,1485,2,10,0,3337,800,480
530,1485,2,10,0,3337,800,480
531,1485,2,10,0,3337,800,480
532,1485,2,10,0,3337,800,480
533,1485,2,10,0,3337,800,480
534,1485,2,10,0,3337,800,480
535,1485,2,10,0,3337,800,480
536,1485,2,10,0,3337,800,480
537,1485,2,10,0,3337,800,480
538,1485,2,10,0,3337,800,480
539,1485,2,10,0,3337,800,480
540,1485,2,10,0,3337,800,480
541,1485,2,10,0,3337,800,480
542,1485,2,10,0,3337,800,480
543,1485,2,10,0,3337,800,480
544,1485,2,10,0,3337,800,480
545,1485,2,10,0,3337,800,480
546,1485,2,10,0,3337,800,480
547,1485,2,10,0,3337,800,480
548,1485,2,10,0,3337,800,480
549,1485,2,10,0,3337,800,480
550,1485,2,10,0,3337,800,480
551,1485,2,10,0,3337,800,480
552,1485,2,10,0,3337,800,480
553,1485,2,10,0,3337,800,480
554,1485,2,10,0,3337,800,480
555,1485,2,10,0,3337,800,480
556,1485,2,10,0,3337,800,480
557,1485,2,10,0,3337,800,480
558,1485,2,10,0,3337,800,480
559,1485,2,10,0,3337,800,480
560,1485,2,10,0,3337,800,480
561,1485,2,10,0,3337,800,480
562,1485,2,10,0,3337,800,480
563,1485,2,10,0,3337,800,480
564,1485,2,10,0,3337,800,480
565,1485,2,10,0,3337,800,480
566,1485,2,10,0,3337,800,480
567,1485,2,10,0,3337,800,480
568,1485,2,10,0,3337,800,480
569,1485,2,10,0,3337,800,480
570,1485,2,10,0,3337,800,480
571,1485,2,10,0,3337,800,480
572,1485,2,10,0,3337,800,480
573,1485,2,10,0,3337,800,480
574,1485,2,10,0,3337,800,480
575,1485,2,10,0,3337,800,480
576,1485,2,10,0,3337,800,480
577,1485,2,10,0,3337,800,480
578,1485,2,10,0,3337,800,480
579,1485,2,10,0,3337,800,480
580,1485,2,10,0,3337,800,480
581,1485,2,10,0,3337,800,480
582,1485,2,10,0,3337,800,480
583,1485,2,10,0,3337,800,480
584,1485,2,10,0,3337,800,480
585,1485,2,10,0,3337,800,480
586,1485,2,10,0,3337,800,480
587,1485,2,10,0,3337,800,480
588,1485,2,10,0,3337,800,480
589,1485,2,10,0,3337,800,480
590,1485,2,10,0,3337,800,480
591,1485,2,10,0,3337,800,480
592,1485,2,10,0,3337,800,480
593,1485,2,10,0,3337,800,480
594,1485,2,10,0,3337,800,480
595,1485,2,10,0,3337,800,480
596,1485,2,10,0,3337,800,480
597,1485,2,10,0,3337,800,480
598,1485,2,10,0,3337,800,480
599,1485,2,10,0,3337,800,480
600,1485,2,10,0,3337,800,480
601,1485,2,10,0,3337,800,480
602,1485,2,10,0,3337,800,480
603,1485,2,10,0,3337,800,480
604,1485,2,10,0,3337,800,480
605,1485,2,10,0,3337,800,480
606,1485,2,10,0,3337,800,480
607,1485,2,10,0,3337,800,480
608,1485,2,10,0,3337,800,480
609,1485,2,10,0,3337,800,480
610,1485,2,10,0,3337,800,480
611,1485,2,10,0,3337,800,480
612,1485,2,10,0,3337,800,480
613,1485,2,10,0,3337,800,480
614,1485,2,10,0,3337,800,480
615,1485,2,10,0,3337,800,480
616,1485,2,10,0,3337,800,480
617,1485,2,10,0,3337,800,480
618,1485,2,10,0,3337,800,480
619,1485,2,10,0,3337,800,480
620,1485,2,10,0,3337,800,480
621,1485,2,10,0,3337,800,480
622,1485,2,10,0,3337,800,480
623,1485,2,10,0,3337,800,480
624,1485,2,10,0,3337,800,480
625,1485,2,10,0,3337,800,480
626,1485,2,10,0,3337,800,480
627,1485,2,10,0,3337,800,480
628,1485,2,10,0,3337,800,480
629,1485,2,10,0,3337,800,480
630,1485,2,10,0,3337,800,480
631,1485,2,10,0,3337,800,480
632,1485,2,10,0,3337,800,480
633,1485,2,10,0,3337,800,480
634,1485,2,10,0,3337,800,480
635,1485,2,10,0,3337,800,480
636,1485,2,10,0,3337,800,480
637,1485,2,10,0,3337,800,480
638,1485,2,10,0,3337,800,480
639,1485,2,10,0,3337,800,480
640,1485,2,10,0,3337,800,480
641,1485,2,10,0,3337,800,480
642,1485,2,10,0,3337,800,480
643,1485,2,10,0,3337,800,480
644,1485,2,10,0,3337,800,480
645,1485,2,10,0,3337,800,480
646,1485,2,10,0,3337,800,480
647,1485,2,10,0,3337,800,480
648,1485,2,10,0,3337,800,480
649,1485,2,10,0,3337,800,480
650,1485,2,10,0,3337,800,480
651,1485,2,10,0,3337,800,480
652,1485,2,10,0,3337,800,480
653,1485,2,10,0,3337,800,480
654,1485,2,10,0,3337,800,480
655,1485,2,10,0,3337,800,480
656,1485,2,10,0,3337,800,480
657,1485,2,10,0,3337,800,480
658,1485,2,10,0,3337,800,480
659,1485,2,10,0,3337,800,480
660,1485,2,10,0,3337,800,480
661,1485,2,10,0,3337,800,480
662,1485,2,10,0,3337,800,480
663,1485,2,10,0,3337,800,480
664,1485,2,10,0,3337,800,480
665,1485,2,10,0,3337,800,480
666,1485,2,10,0,3337,800,480
667,1485,2,10,0,3337,800,480
668,1485,2,10,0,3337,800,480
669,1485,2,10,0,3337,800,480
670,1485,2,10,0,3337,800,480
671,1485,2,10,0,3337,800,480
672,1485,2,10,0,3337,800,480
673,1485,2,10,0,3337,800,480
674,1485,2,10,0,3337,800,480
675,1485,2,10,0,3337,800,480
676,1485,2,10,0,3337,800,480
677,1485,2,10,0,3337,800,480
678,1485,2,10,0,3337,800,480
679,1485,2,10,0,3337,800,480
680,1485,2,10,0,3337,800,480
681,1485,2,10,0,3337,800,480
682,1485,2,10,0,3337,800,480
683,1485,2,10,0,3337,800,480
684,1485,2,10,0,3337,800,480
685,1485,2,10,0,3337,800,480
686,1485,2,10,0,3337,800,480
687,1485,2,10,0,3337,800,480
688,1485,2,10,0,3337,800,480
689,1485,2,10,0,3337,800,480
690,1485,2,10,0,3337,800,480
691,1485,2,10,0,3337,800,480
692,1485,2,10,0,3337,800,480
693,1485,2,10,0,3337,800,480
694,1485,2,10,0,3337,800,480
695,1485,2,10,0,3337,800,480
696,1485,2,10,0,3337,800,480
697,1485,2,10,0,3337,800,480
698,1485,2,10,0,3337,800,480
699,1485,2,10,0,3337,800,480
700,1485,2,10,0,3337,800,480
701,1485,2,10,0,3337,800,480
702,1485,2,10,0,3337,800,480
703,1485,2,10,0,3337,800,480
704,1485,2,10,0,3337,800,480
705,1485,2,10,0,3337,800,480
706,1485,2,10,0,3337,800,480
707,1485,2,10,0,3337,800,480
708,1485,2,10,0,3337,800,480
709,1485,2,10,0,3337,800,480
710,1485,2,10,0,3337,800,480
711,1485,2,10,0,3337,800,480
712,1485,2,10,0,3337,800,480
713,1485,2,10,0,3337,800,480
714,1485,2,10,0,3337,800,480
715,1485,2,10,0,3337,800,480
716,1485,2,10,0,3337,800,480
717,1485,2,10,0,3337,800,480
718,1485,2,10,0,3337,800,480
719,1485,2,10,0,3337,800,480
720,1485,2,10,0,3337,800,480
721,1485,2,10,0,3337,800,480
722,1485,2,10,0,3337,800,480
723,1485,2,10,0,3337,800,480
724,1485,2,10,0,3337,800,480
725,1485,2,10,0,3337,800,480
726,1485,2,10,0,3337,800,480
727,1485,2,10,0,3337,800,480
728,1485,2,10,0,3337,800,480
729,1485,2,10,0,3337,800,480
730,1485,2,10,0,3337,800,480
731,1485,2,10,0,3337,800,480
732,1485,2,10,0,3337,800,480
733,1485,2,10,0,3337,800,480
734,1485,2,10,0,3337,800,480
735,1485,2,10,0,3337,800,480
736,1485,2,10,0,3337,800,480
737,1485,2,10,0,3337,800,480
738,1485,2,10,0,3337,800,480
739,1485,2,10,0,3337,800,480
740,1485,2,10,0,3337,800,480
741,1485,2,10,0,3337,800,480
742,1485,2,10,0,3337,800,480
743,1485,2,10,0,3337,800,480
744,1485,2,10,0,3337,800,480
745,1485,2,10,0,3337,800,480
746,1485,2,10,0,3337,800,480
747,1485,2,10,0,3337,800,480
748,1485,2,10,0,3337,800,480
749,1485,2,10,0,3337,800,480
750,1485,2,10,0,3337,800,480
751,1485,2,10,0,3337,800,480
752,1485,2,10,0,3337,800,480
753,1485,2,10,0,3337,800,480
754,1485,2,10,0,3337,800,480
755,1485,2,10,0,3337,800,480
756,1485,2,10,0,3337,800,480
757,1485,2,10,0,3337,800,480
758,1485,2,10,0,3337,800,480
759,1485,2,10,0,3337,800,480
760,1485,2,10,0,3337,800,480
761,1485,2,10,0,3337,800,480
762,1485,2,10,0,3337,800,480
763,1485,2,10,0,3337,800,480
764,1485,2,10,0,3337,800,480
765,1485,2,10,0,3337,800,480
766,1485,2,10,0,3337,800,480
767,1485,2,10,0,3337,800,480
768,1485,2,10,0,3337,800,480
769,1485,2,10,0,3337,800,480
770,1485,2,10,0,3337,800,480
771,1485,2,10,0,3337,800,480
772,1485,2,10,0,3337,800,480
773,1485,2,10,0,3337,800,480
774,1485,2,10,0,3337,800,480
775,1485,2,10,0,3337,800,480
776,1485,2,10,0,3337,800,480
777,1485,2,10,0,3337,800,480
778,1485,2,10,0,3337,800,480
779,1485,2,10,0,3337,800,480
780,1485,2,10,0,3337,800,480
781,1485,2,10,0,3337,800,480
782,1485,2,10,0,3337,800,480
783,1485,2,10,0,3337,800,480
784,1485,2,10,0,3337,800,480
785,1485,2,10,0,3337,800,480
786,1485,2,10,0,3337,800,480
787,1485,2,10,0,3337,800,480
788,1485,2,10,0,3337,800,480
789,1485,2,10,0,3337,800,480
790,1485,2,10,0,3337,800,480
791,1485,2,10,0,3337,800,480
792,1485,2,10,0,3337,800,480
793,1485,2,10,0,3337,800,480
794,1485,2,10,0,3337,800,480
795,1485,2,10,0,3337,800,480
796,1485,2,10,0,3337,800,480
797,1485,2,10,0,3337,800,480
798,1485,2,10,0,3337,800,480
799,1485,2,10,0,3337,800,480
800,1485,2,10,0,3337,800,480
801,1485,2,10,0,3337,800,480
802,1485,2,10,0,3337,800,480
803,1485,2,10,0,3337,800,480
804,1485,2,10,0,3337,800,480
805,1485,2,10,0,3337,800,480
806,1485,2,10,0,3337,800,480
807,1485,2,10,0,3337,800,480
808,1485,2,10,0,3337,800,480
809,1485,2,10,0,3337,800,480
810,1485,2,10,0,3337,800,480
811,1485,2,10,0,3337,800,480
812,1485,2,10,0,3337,800,480
813,1485,2,10,0,3337,800,480
814,1485,2,10,0,3337,800,480
815,1485,2,10,0,3337,800,480
816,1485,2,10,0,3337,800,480
817,1485,2,10,0,3337,800,480
818,1485,2,10,0,3337,800,480
819,1485,2,10,0,3337,800,480
820,1485,2,10,0,3337,800,480
821,1485,2,10,0,3337,800,480
822,1485,2,10,0,3337,800,480
823,1485,2,10,0,3337,800,480
824,1485,2,10,0,3337,800,480
