ClientNode,ServerNode,StartsAt,StopsAt,VideoId,LinkCapacity,ScreenWidth,ScreenHeight
825,1485,2,10,0,3337,800,480
826,1485,2,10,0,3337,800,480
827,1485,2,10,0,3337,800,480
828,1485,2,10,0,3337,800,480
829,1485,2,10,0,3337,800,480
830,1485,2,10,0,3337,800,480
831,1485,2,10,0,3337,800,480
832,1485,2,10,0,3337,800,480
833,1485,2,10,0,3337,800,480
834,1485,2,10,0,3337,800,480
835,1485,2,10,0,3337,800,480
836,1485,2,10,0,3337,800,480
837,1485,2,10,0,3337,800,480
838,1485,2,10,0,3337,800,480
839,1485,2,10,0,3337,800,480
840,1485,2,10,0,3337,800,480
841,1485,2,10,0,3337,800,480
842,1485,2,10,0,3337,800,480
843,1485,2,10,0,3337,800,480
844,1485,2,10,0,3337,800,480
845,1485,2,10,0,3337,800,480
846,1485,2,10,0,3337,800,480
847,1485,2,10,0,3337,800,480
848,1485,2,10,0,3337,800,480
849,1485,2,10,0,3337,800,480
850,1485,2,10,0,3337,800,480
851,1485,2,10,0,3337,800,480
852,1485,2,10,0,3337,800,480
853,1485,2,10,0,3337,800,480
854,1485,2,10,0,3337,800,480
855,1485,2,10,0,3337,800,480
856,1485,2,10,0,3337,800,480
857,1485,2,10,0,3337,800,480
858,1485,2,10,0,3337,800,480
859,1485,2,10,0,3337,800,480
860,1485,2,10,0,3337,800,480
861,1485,2,10,0,3337,800,480
862,1485,2,10,0,3337,800,480
863,1485,2,10,0,3337,800,480
864,1485,2,10,0,3337,800,480
865,1485,2,10,0,3337,800,480
866,1485,2,10,0,3337,800,480
867,1485,2,10,0,3337,800,480
868,1485,2,10,0,3337,800,480
869,1485,2,10,0,3337,800,480
870,1485,2,10,0,3337,800,480
871,1485,2,10,0,3337,800,480
872,1485,2,10,0,3337,800,480
873,1485,2,10,0,3337,800,480
874,1485,2,10,0,3337,800,480
875,1485,2,10,0,3337,800,480
876,1485,2,10,0,3337,800,480
877,1485,2,10,0,3337,800,480
878,1485,2,10,0,3337,800,480
879,1485,2,10,0,3337,800,480
880,1485,2,10,0,3337,800,480
881,1485,2,10,0,3337,800,480
882,1485,2,10,0,3337,800,480
883,1485,2,10,0,3337,800,480
884,1485,2,10,0,3337,800,480
885,1485,2,10,0,3337,800,480
886,1485,2,10,0,3337,800,480
887,1485,2,10,0,3337,800,480
888,1485,2,10,0,3337,800,480
889,1485,2,10,0,3337,800,480
890,1485,2,10,0,3337,800,480
891,1485,2,10,0,3337,800,480
892,1485,2,10,0,3337,800,480
893,1485,2,10,0,3337,800,480
894,1485,2,10,0,3337,800,480
895,1485,2,10,0,3337,800,480
896,1485,2,10,0,3337,800,480
897,1485,2,10,0,3337,800,480
898,1485,2,10,0,3337,800,480
899,1485,2,10,0,3337,800,480
900,1485,2,10,0,3337,800,480
901,1485,2,10,0,3337,800,480
902,1485,2,10,0,3337,800,480
903,1485,2,10,0,3337,800,480
904,1485,2,10,0,3337,800,480
905,1485,2,10,0,3337,800,480
906,1485,2,10,0,3337,800,480
907,1485,2,10,0,3337,800,480
908,1485,2,10,0,3337,800,480
909,1485,2,10,0,3337,800,480
910,1485,2,10,0,3337,800,480
911,1485,2,10,0,3337,800,480
912,1485,2,10,0,3337,800,480
913,1485,2,10,0,3337,800,480
914,1485,2,10,0,3337,800,480
915,1485,2,10,0,3337,800,480
916,1485,2,10,0,3337,800,480
917,1485,2,10,0,3337,800,480
918,1485,2,10,0,3337,800,480
919,1485,2,10,0,3337,800,480
920,1485,2,10,0,3337,800,480
921,1485,2,10,0,3337,800,480
922,1485,2,10,0,3337,800,480
923,1485,2,10,0,3337,800,480
924,1485,2,10,0,3337,800,480
925,1485,2,10,0,3337,800,480
926,1485,2,10,0,3337,800,480
927,1485,2,10,0,3337,800,480
928,1485,2,10,0,3337,800,480
929,1485,2,10,0,3337,800,480
930,1485,2,10,0,3337,800,480
931,1485,2,10,0,3337,800,480
932,1485,2,10,0,3337,800,480
933,1485,2,10,0,3337,800,480
934,1485,2,10,0,3337,800,480
935,1485,2,10,0,3337,800,480
936,1485,2,10,0,3337,800,480
937,1485,2,10,0,3337,800,480
938,1485,2,10,0,3337,800,480
939,1485,2,10,0,3337,800,480
940,1485,2,10,0,3337,800,480
941,1485,2,10,0,3337,800,480
942,1485,2,10,0,3337,800,480
943,1485,2,10,0,3337,800,480
944,1485,2,10,0,3337,800,480
945,1485,2,10,0,3337,800,480
946,1485,2,10,0,3337,800,480
947,1485,2,10,0,3337,800,480
948,1485,2,10,0,3337,800,480
949,1485,2,10,0,3337,800,480
950,1485,2,10,0,3337,800,480
951,1485,2,10,0,3337,800,480
952,1485,2,10,0,3337,800,480
953,1485,2,10,0,3337,800,480
954,1485,2,10,0,3337,800,480
955,1485,2,10,0,3337,800,480
956,1485,2,10,0,3337,800,480
957,1485,2,10,0,3337,800,480
958,1485,2,10,0,3337,800,480
959,1485,2,10,0,3337,800,480
960,1485,2,10,0,3337,800,480
961,1485,2,10,0,3337,800,480
962,1485,2,10,0,3337,800,480
963,1485,2,10,0,3337,800,480
964,1485,2,10,0,3337,800,480
965,1485,2,10,0,3337,800,480
966,1485,2,10,0,3337,800,480
967,1485,2,10,0,3337,800,480
968,1485,2,10,0,3337,800,480
969,1485,2,10,0,3337,800,480
970,1485,2,10,0,3337,800,480
971,1485,2,10,0,3337,800,480
972,1485,2,10,0,3337,800,480
973,1485,2,10,0,3337,800,480
974,1485,2,10,0,3337,800,480
975,1485,2,10,0,3337,800,480
976,1485,2,10,0,3337,800,480
977,1485,2,10,0,3337,800,480
978,1485,2,10,0,3337,800,480
979,1485,2,10,0,3337,800,480
980,1485,2,10,0,3337,800,480
981,1485,2,10,0,3337,800,480
982,1485,2,10,0,3337,800,480
983,1485,2,10,0,3337,800,480
984,1485,2,10,0,3337,800,480
985,1485,2,10,0,3337,800,480
986,1485,2,10,0,3337,800,480
987,1485,2,10,0,3337,800,480
988,1485,2,10,0,3337,800,480
989,1485,2,10,0,3337,800,480
990,1485,2,10,0,3337,800,480
991,1485,2,10,0,3337,800,480
992,1485,2,10,0,3337,800,480
993,1485,2,10,0,3337,800,480
994,1485,2,10,0,3337,800,480
995,1485,2,10,0,3337,800,480
996,1485,2,10,0,3337,800,480
997,1485,2,10,0,3337,800,480
998,1485,2,10,0,3337,800,480
999,1485,2,10,0,3337,800,480
1000,1485,2,10,0,3337,800,480
1001,1485,2,10,0,3337,800,480
1002,1485,2,10,0,3337,800,480
1003,1485,2,10,0,3337,800,480
1004,1485,2,10,0,3337,800,480
1005,1485,2,10,0,3337,800,480
1006,1485,2,10,0,3337,800,480
1007,1485,2,10,0,3337,800,480
1008,1485,2,10,0,3337,800,480
1009,1485,2,10,0,3337,800,480
1010,1485,2,10,0,3337,800,480
1011,1485,2,10,0,3337,800,480
1012,1485,2,10,0,3337,800,480
1013,1485,2,10,0,3337,800,480
1014,1485,2,10,0,3337,800,480
1015,1485,2,10,0,3337,800,480
1016,1485,2,10,0,3337,800,480
1017,1485,2,10,0,3337,800,480
1018,1485,2,10,0,3337,800,480
1019,1485,2,10,0,3337,800,480
1020,1485,2,10,0,3337,800,480
1021,1485,2,10,0,3337,800,480
1022,1485,2,10,0,3337,800,480
1023,1485,2,10,0,3337,800,480
1024,1485,2,10,0,3337,800,480
1025,1485,2,10,0,3337,800,480
1026,1485,2,10,0,3337,800,480
1027,1485,2,10,0,3337,800,480
1028,1485,2,10,0,3337,800,480
1029,1485,2,10,0,3337,800,480
1030,1485,2,10,0,3337,800,480
1031,1485,2,10,0,3337,800,480
1032,1485,2,10,0,3337,800,480
1033,1485,2,10,0,3337,800,480
1034,1485,2,10,0,3337,800,480
1035,1485,2,10,0,3337,800,480
1036,1485,2,10,0,3337,800,480
1037,1485,2,10,0,3337,800,480
1038,1485,2,10,0,3337,800,480
1039,1485,2,10,0,3337,800,480
1040,1485,2,10,0,3337,800,480
1041,1485,2,10,0,3337,800,480
1042,1485,2,10,0,3337,800,480
1043,1485,2,10,0,3337,800,480
1044,1485,2,10,0,3337,800,480
1045,1485,2,10,0,3337,800,480
1046,1485,2,10,0,3337,800,480
1047,1485,2,10,0,3337,800,480
1048,1485,2,10,0,3337,800,480
1049,1485,2,10,0,3337,800,480
1050,1485,2,10,0,3337,800,480
1051,1485,2,10,0,3337,800,480
1052,1485,2,10,0,3337,800,480
1053,1485,2,10,0,3337,800,480
1054,1485,2,10,0,3337,800,480
1055,1485,2,10,0,3337,800,480
1056,1485,2,10,0,3337,800,480
1057,1485,2,10,0,3337,800,480
1058,1485,2,10,0,3337,800,480
1059,1485,2,10,0,3337,800,480
1060,1485,2,10,0,3337,800,480
1061,1485,2,10,0,3337,800,480
1062,1485,2,10,0,3337,800,480
1063,1485,2,10,0,3337,800,480
1064,1485,2,10,0,3337,800,480
1065,1485,2,10,0,3337,800,480
1066,1485,2,10,0,3337,800,480
1067,1485,2,10,0,3337,800,480
1068,1485,2,10,0,3337,800,480
1069,1485,2,10,0,3337,800,480
1070,1485,2,10,0,3337,800,480
1071,1485,2,10,0,3337,800,480
1072,1485,2,10,0,3337,800,480
1073,1485,2,10,0,3337,800,480
1074,1485,2,10,0,3337,800,480
1075,1485,2,10,0,3337,800,480
1076,1485,2,10,0,3337,800,480
1077,1485,2,10,0,3337,800,480
1078,1485,2,10,0,3337,800,480
1079,1485,2,10,0,3337,800,480
1080,1485,2,10,0,3337,800,480
1081,1485,2,10,0,3337,800,480
1082,1485,2,10,0,3337,800,480
1083,1485,2,10,0,3337,800,480
1084,1485,2,10,0,3337,800,480
1085,1485,2,10,0,3337,800,480
1086,1485,2,10,0,3337,800,480
1087,1485,2,10,0,3337,800,480
1088,1485,2,10,0,3337,800,480
1089,1485,2,10,0,3337,800,480
1090,1485,2,10,0,3337,800,480
1091,1485,2,10,0,3337,800,480
1092,1485,2,10,0,3337,800,480
1093,1485,2,10,0,3337,800,480
1094,1485,2,10,0,3337,800,480
1095,1485,2,10,0,3337,800,480
1096,1485,2,10,0,3337,800,480
1097,1485,2,10,0,3337,800,480
1098,1485,2,10,0,3337,800,480
1099,1485,2,10,0,3337,800,480
1100,1485,2,10,0,3337,800,480
1101,1485,2,10,0,3337,800,480
1102,1485,2,10,0,3337,800,480
1103,1485,2,10,0,3337,800,480
1104,1485,2,10,0,3337,800,480
1105,1485,2,10,0,3337,800,480
1106,1485,2,10,0,3337,800,480
1107,1485,2,10,0,3337,800,480
1108,1485,2,10,0,3337,800,480
1109,1485,2,10,0,3337,800,480
1110,1485,2,10,0,3337,800,480
1111,1485,2,10,0,3337,800,480
1112,1485,2,10,0,3337,800,480
1113,1485,2,10,0,3337,800,480
1114,1485,2,10,0,3337,800,480
1115,1485,2,10,0,3337,800,480
1116,1485,2,10,0,3337,800,480
1117,1485,2,10,0,3337,800,480
1118,1485,2,10,0,3337,800,480
1119,1485,2,10,0,3337,800,480
1120,1485,2,10,0,3337,800,480
1121,1485,2,10,0,3337,800,480
1122,1485,2,10,0,3337,800,480
1123,1485,2,10,0,3337,800,480
1124,1485,2,10,0,3337,800,480
1125,1485,2,10,0,3337,800,480
1126,1485,2,10,0,3337,800,480
1127,1485,2,10,0,3337,800,480
1128,1485,2,10,0,3337,800,480
1129,1485,2,10,0,3337,800,480
1130,1485,2,10,0,3337,800,480
1131,1485,2,10,0,3337,800,480
1132,1485,2,10,0,3337,800,480
1133,1485,2,10,0,3337,800,480
1134,1485,2,10,0,3337,800,480
1135,1485,2,10,0,3337,800,480
1136,1485,2,10,0,3337,800,480
1137,1485,2,10,0,3337,800,480
1138,1485,2,10,0,3337,800,480
1139,1485,2,10,0,3337,800,480
1140,1485,2,10,0,3337,800,480
1141,1485,2,10,0,3337,800,480
1142,1485,2,10,0,3337,800,480
1143,1485,2,10,0,3337,800,480
1144,1485,2,10,0,3337,800,480
1145,1485,2,10,0,3337,800,480
1146,1485,2,10,0,3337,800,480
1147,1485,2,10,0,3337,800,480
1148,1485,2,10,0,3337,800,480
1149,1485,2,10,0,3337,800,480
1150,1485,2,10,0,3337,800,480
1151,1485,2,10,0,3337,800,480
1152,1485,2,10,0,3337,800,480
1153,1485,2,10,0,3337,800,480
1154,1485,2,10,0,3337,800,480
1155,1485,2,10,0,3337,800,480
1156,1485,2,10,0,3337,800,480
1157,1485,2,10,0,3337,800,480
1158,1485,2,10,0,3337,800,480
1159,1485,2,10,0,3337,800,480
1160,1485,2,10,0,3337,800,480
1161,1485,2,10,0,3337,800,480
1162,1485,2,10,0,3337,800,480
1163,1485,2,10,0,3337,800,480
1164,1485,2,10,0,3337,800,480
1165,1485,2,10,0,3337,800,480
1166,1485,2,10,0,3337,800,480
1167,1485,2,10,0,3337,800,480
1168,1485,2,10,0,3337,800,480
1169,1485,2,10,0,3337,800,480
1170,1485,2,10,0,3337,800,480
1171,1485,2,10,0,3337,800,480
1172,1485,2,10,0,3337,800,480
1173,1485,2,10,0,3337,800,480
1174,1485,2,10,0,3337,800,480
1175,1485,2,10,0,3337,800,480
1176,1485,2,10,0,3337,800,480
1177,1485,2,10,0,3337,800,480
1178,1485,2,10,0,3337,800,480
1179,1485,2,10,0,3337,800,480
1180,1485,2,10,0,3337,800,480
1181,1485,2,10,0,3337,800,480
1182,1485,2,10,0,3337,800,480
1183,1485,2,10,0,3337,800,480
1184,1485,2,10,0,3337,800,480
1185,1485,2,10,0,3337,800,480
1186,1485,2,10,0,3337,800,480
1187,1485,2,10,0,3337,800,480
1188,1485,2,10,0,3337,800,480
1189,1485,2,10,0,3337,800,480
1190,1485,2,10,0,3337,800,480
1191,1485,2,10,0,3337,800,480
1192,1485,2,10,0,3337,800,480
1193,1485,2,10,0,3337,800,480
1194,1485,2,10,0,3337,800,480
1195,1485,2,10,0,3337,800,480
1196,1485,2,10,0,3337,800,480
1197,1485,2,10,0,3337,800,480
1198,1485,2,10,0,3337,800,480
1199,1485,2,10,0,3337,800,480
1200,1485,2,10,0,3337,800,480
1201,1485,2,10,0,3337,800,480
1202,1485,2,10,0,3337,800,480
1203,1485,2,10,0,3337,800,480
1204,1485,2,10,0,3337,800,480
1205,1485,2,10,0,3337,800,480
1206,1485,2,10,0,3337,800,480
1207,1485,2,10,0,3337,800,480
1208,1485,2,10,0,3337,800,480
1209,1485,2,10,0,3337,800,480
1210,1485,2,10,0,3337,800,480
1211,1485,2,10,0,3337,800,480
1212,1485,2,10,0,3337,800,480
1213,1485,2,10,0,3337,800,480
1214,1485,2,10,0,3337,800,480
1215,1485,2,10,0,3337,800,480
1216,1485,2,10,0,3337,800,480
1217,1485,2,10,0,3337,800,480
1218,1485,2,10,0,3337,800,480
1219,1485,2,10,0,3337,800,480
1220,1485,2,10,0,3337,800,480
1221,1485,2,10,0,3337,800,480
1222,1485,2,10,0,3337,800,480
1223,1485,2,10,0,3337,800,480
1224,1485,2,10,0,3337,800,480
1225,1485,2,10,0,3337,800,480
1226,1485,2,10,0,3337,800,480
1227,1485,2,10,0,3337,800,480
1228,1485,2,10,0,3337,800,480
1229,1485,2,10,0,3337,800,480
1230,1485,2,10,0,3337,800,480
1231,1485,2,10,0,3337,800,480
1232,1485,2,10,0,3337,800,480
1233,1485,2,10,0,3337,800,480
1234,1485,2,10,0,3337,800,480
1235,1485,2,10,0,3337,800,480
1236,1485,2,10,0,3337,800,480
1237,1485,2,10,0,3337,800,480
1238,1485,2,10,0,3337,800,480
1239,1485,2,10,0,3337,800,480
1240,1485,2,10,0,3337,800,480
1241,1485,2,10,0,3337,800,480
1242,1485,2,10,0,3337,800,480
1243,1485,2,10,0,3337,800,480
1244,1485,2,10,0,3337,800,480
1245,1485,2,10,0,3337,800,480
1246,1485,2,10,0,3337,800,480
1247,1485,2,10,0,3337,800,480
1248,1485,2,10,0,3337,800,480
1249,1485,2,10,0,3337,800,480
1250,1485,2,10,0,3337,800,480
1251,1485,2,10,0,3337,800,480
1252,1485,2,10,0,3337,800,480
1253,1485,2,10,0,3337,800,480
1254,1485,2,10,0,3337,800,480
1255,1485,2,10,0,3337,800,480
1256,1485,2,10,0,3337,800,480
1257,1485,2,10,0,3337,800,480
1258,1485,2,10,0,3337,800,480
1259,1485,2,10,0,3337,800,480
1260,1485,2,10,0,3337,800,480
1261,1485,2,10,0,3337,800,480
1262,1485,2,10,0,3337,800,480
1263,1485,2,10,0,3337,800,480
1264,1485,2,10,0,3337,800,480
1265,1485,2,10,0,3337,800,480
1266,1485,2,10,0,3337,800,480
1267,1485,2,10,0,3337,800,480
1268,1485,2,10,0,3337,800,480
1269,1485,2,10,0,3337,800,480
1270,1485,2,10,0,3337,800,480
1271,1485,2,10,0,3337,800,480
1272,1485,2,10,0,3337,800,480
1273,1485,2,10,0,3337,800,480
1274,1485,2,10,0,3337,800,480
1275,1485,2,10,0,3337,800,480
1276,1485,2,10,0,3337,800,480
1277,1485,2,10,0,3337,800,480
1278,1485,2,10,0,3337,800,480
1279,1485,2,10,0,3337,800,480
1280,1485,2,10,0,3337,800,480
1281,1485,2,10,0,3337,800,480
1282,1485,2,10,0,3337,800,480
1283,1485,2,10,0,3337,800,480
1284,1485,2,10,0,3337,800,480
1285,1485,2,10,0,3337,800,480
1286,1485,2,10,0,3337,800,480
1287,1485,2,10,0,3337,800,480
1288,1485,2,10,0,3337,800,480
1289,1485,2,10,0,3337,800,480
1290,1485,2,10,0,3337,800,480
1291,1485,2,10,0,3337,800,480
1292,1485,2,10,0,3337,800,480
1293,1485,2,10,0,3337,800,480
1294,1485,2,10,0,3337,800,480
1295,1485,2,10,0,3337,800,480
1296,1485,2,10,0,3337,800,480
1297,1485,2,10,0,3337,800,480
1298,1485,2,10,0,3337,800,480
1299,1485,2,10,0,3337,800,480
1300,1485,2,10,0,3337,800,480
1301,1485,2,10,0,3337,800,480
1302,1485,2,10,0,3337,800,480
1303,1485,2,10,0,3337,800,480
1304,1485,2,10,0,3337,800,480
1305,1485,2,10,0,3337,800,480
1306,1485,2,10,0,3337,800,480
1307,1485,2,10,0,3337,800,480
1308,1485,2,10,0,3337,800,480
1309,1485,2,10,0,3337,800,480
1310,1485,2,10,0,3337,800,480
1311,1485,2,10,0,3337,800,480
1312,1485,2,10,0,3337,800,480
1313,1485,2,10,0,3337,800,480
1314,1485,2,10,0,3337,800,480
1315,1485,2,10,0,3337,800,480
1316,1485,2,10,0,3337,800,480
1317,1485,2,10,0,3337,800,480
1318,1485,2,10,0,3337,800,480
1319,1485,2,10,0,3337,800,480
1320,1485,2,10,0,3337,800,480
1321,1485,2,10,0,3337,800,480
1322,1485,2,10,0,3337,800,480
1323,1485,2,10,0,3337,800,480
1324,1485,2,10,0,3337,800,480
1325,1485,2,10,0,3337,800,480
1326,1485,2,10,0,3337,800,480
1327,1485,2,10,0,3337,800,480
1328,1485,2,10,0,3337,800,480
1329,1485,2,10,0,3337,800,480
1330,1485,2,10,0,3337,800,480
1331,1485,2,10,0,3337,800,480
1332,1485,2,10,0,3337,800,480
1333,1485,2,10,0,3337,800,480
1334,1485,2,10,0,3337,800,480
1335,1485,2,10,0,3337,800,480
1336,1485,2,10,0,3337,800,480
1337,1485,2,10,0,3337,800,480
1338,1485,2,10,0,3337,800,480
1339,1485,2,10,0,3337,800,480
1340,1485,2,10,0,3337,800,480
1341,1485,2,10,0,3337,800,480
1342,1485,2,10,0,3337,800,480
1343,1485,2,10,0,3337,800,480
1344,1485,2,10,0,3337,800,480
1345,1485,2,10,0,3337,800,480
1346,1485,2,10,0,3337,800,480
1347,1485,2,10,0,3337,800,480
1348,1485,2,10,0,3337,800,480
1349,1485,2,10,0,3337,800,480
1350,1485,2,10,0,3337,800,480
1351,1485,2,10,0,3337,800,480
1352,1485,2,10,0,3337,800,480
1353,1485,2,10,0,3337,800,480
1354,1485,2,10,0,3337,800,480
1355,1485,2,10,0,3337,800,480
1356,1485,2,10,0,3337,800,480
1357,1485,2,10,0,3337,800,480
1358,1485,2,10,0,3337,800,480
1359,1485,2,10,0,3337,800,480
1360,1485,2,10,0,3337,800,480
1361,1485,2,10,0,3337,800,480
1362,1485,2,10,0,3337,800,480
1363,1485,2,10,0,3337,800,480
1364,1485,2,10,0,3337,800,480
1365,1485,2,10,0,3337,800,480
1366,1485,2,10,0,3337,800,480
1367,1485,2,10,0,3337,800,480
1368,1485,2,10,0,3337,800,480
1369,1485,2,10,0,3337,800,480
1370,1485,2,10,0,3337,800,480
1371,1485,2,10,0,3337,800,480
1372,1485,2,10,0,3337,800,480
1373,1485,2,10,0,3337,800,480
1374,1485,2,10,0,3337,800,480
1375,1485,2,10,0,3337,800,480
1376,1485,2,10,0,3337,800,480
1377,1485,2,10,0,3337,800,480
1378,1485,2,10,0,3337,800,480
1379,1485,2,10,0,3337,800,480
1380,1485,2,10,0,3337,800,480
1381,1485,2,10,0,3337,800,480
1382,1485,2,10,0,3337,800,480
1383,1485,2,10,0,3337,800,480
1384,1485,2,10,0,3337,800,480
1385,1485,2,10,0,3337,800,480
1386,1485,2,10,0,3337,800,480
1387,1485,2,10,0,3337,800,480
1388,1485,2,10,0,3337,800,480
1389,1485,2,10,0,3337,800,480
1390,1485,2,10,0,3337,800,480
1391,1485,2,10,0,3337,800,480
1392,1485,2,10,0,3337,800,480
1393,1485,2,10,0,3337,800,480
1394,1485,2,10,0,3337,800,480
1395,1485,2,10,0,3337,800,480
1396,1485,2,10,0,3337,800,480
1397,1485,2,10,0,3337,800,480
1398,1485,2,10,0,3337,800,480
1399,1485,2,10,0,3337,800,480
1400,1485,2,10,0,3337,800,480
1401,1485,2,10,0,3337,800,480
1402,1485,2,10,0,3337,800,480
1403,1485,2,10,0,3337,800,480
1404,1485,2,10,0,3337,800,480
1405,1485,2,10,0,3337,800,480
1406,1485,2,10,0,3337,800,480
1407,1485,2,10,0,3337,800,480
1408,1485,2,10,0,3337,800,480
1409,1485,2,10,0,3337,800,480
1410,1485,2,10,0,3337,800,480
1411,1485,2,10,0,3337,800,480
1412,1485,2,10,0,3337,800,480
1413,1485,2,10,0,3337,800,480
1414,1485,2,10,0,3337,800,480
1415,1485,2,10,0,3337,800,480
1416,1485,2,10,0,3337,800,480
1417,1485,2,10,0,3337,800,480
1418,1485,2,10,0,3337,800,480
1419,1485,2,10,0,3337,800,480
1420,1485,2,10,0,3337,800,480
1421,1485,2,10,0,3337,800,480
1422,1485,2,10,0,3337,800,480
1423,1485,2,10,0,3337,800,480
1424,1485,2,10,0,3337,800,480
1425,1485,2,10,0,3337,800,480
1426,1485,2,10,0,3337,800,480
1427,1485,2,10,0,3337,800,480
1428,1485,2,10,0,3337,800,480
1429,1485,2,10,0,3337,800,480
1430,1485,2,10,0,3337,800,480
1431,1485,2,10,0,3337,800,480
1432,1485,2,10,0,3337,800,480
1433,1485,2,10,0,3337,800,480
1434,1485,2,10,0,3337,800,480
1435,1485,2,10,0,3337,800,480
1436,1485,2,10,0,3337,800,480
1437,1485,2,10,0,3337,800,480
1438,1485,2,10,0,3337,800,480
1439,1485,2,10,0,3337,800,480
1440,1485,2,10,0,3337,800,480
1441,1485,2,10,0,3337,800,480
1442,1485,2,10,0,3337,800,480
1443,1485,2,10,0,3337,800,480
1444,1485,2,10,0,3337,800,480
1445,1485,2,10,0,3337,800,480
1446,1485,2,10,0,3337,800,480
1447,1485,2,10,0,3337,800,480
1448,1485,2,10,0,3337,800,480
1449,1485,2,10,0,3337,800,480
1450,1485,2,10,0,3337,800,480
1451,1485,2,10,0,3337,800,480
1452,1485,2,10,0,3337,800,480
1453,1485,2,10,0,3337,800,480
1454,1485,2,10,0,3337,800,480
1455,1485,2,10,0,3337,800,480
1456,1485,2,10,0,3337,800,480
1457,1485,2,10,0,3337,800,480
1458,1485,2,10,0,3337,800,480
1459,1485,2,10,0,3337,800,480
1460,1485,2,10,0,3337,800,480
1461,1485,2,10,0,3337,800,480
1462,1485,2,10,0,3337,800,480
1463,1485,2,10,0,3337,800,480
1464,1485,2,10,0,3337,800,480
1465,1485,2,10,0,3337,800,480
1466,1485,2,10,0,3337,800,480
1467,1485,2,10,0,3337,800,480
1468,1485,2,10,0,3337,800,480
1469,1485,2,10,0,3337,800,480
1470,1485,2,10,0,3337,800,480
1471,1485,2,10,0,3337,800,480
1472,1485,2,10,0,3337,800,480
1473,1485,2,10,0,3337,800,480
1474,1485,2,10,0,3337,800,480
1475,1485,2,10,0,3337,800,480
1476,1485,2,10,0,3337,800,480
1477,1485,2,10,0,3337,800,480
1478,1485,2,10,0,3337,800,480
1479,1485,2,10,0,3337,800,480
1480,1485,2,10,0,3337,800,480
1481,1485,2,10,0,3337,800,480
