Time,Node,UserId,SegmentNumber,SegmentRepID,SegmentExperiencedBitrate(bit/s),BufferLevel(s),StallingTime(msec),SegmentDepIds
3.625,1294,0,0,1,1097142,0,3519	
3.625,315,0,0,1,1212631,0,3523	
3.628,1266,0,0,1,1166582,0,3526	
3.634,1338,0,0,1,1166582,0,3533	
3.638,1299,0,0,1,1228800,0,3528	
3.639,1163,0,0,1,1316571,0,3530	
3.639,1281,0,0,1,1181538,0,3530	
3.641,636,0,0,1,1316571,0,3536	
3.642,98,0,0,1,1316571,0,3540	
3.643,940,0,0,1,1137777,0,3535	
3.645,591,0,0,1,1196883,0,3543	
3.646,993,0,0,1,1212631,0,3545	
3.648,125,0,0,1,1123902,0,3546	
3.649,665,0,0,1,1196883,0,3546	
3.652,1212,0,0,1,1196883,0,3550	
3.653,1007,0,0,1,1245405,0,3551	
3.655,586,0,0,1,1084235,0,3550	
3.658,599,0,0,1,1196883,0,3556	
3.659,1084,0,0,1,1097142,0,3551	
3.661,1297,0,0,1,1110361,0,3551	
3.661,97,0,0,1,1181538,0,3554	
3.662,690,0,0,1,1123902,0,3556	
3.663,1432,0,0,1,1212631,0,3555	
3.664,1079,0,0,1,1166582,0,3558	
3.665,992,0,0,1,1196883,0,3555	
3.666,1385,0,0,1,1152000,0,3561	
3.666,429,0,0,1,1024000,0,3556	
3.667,852,0,0,1,1166582,0,3560	
3.667,864,0,0,1,1012747,0,3560	
3.67,851,0,0,1,1152000,0,3568	
3.673,1104,0,0,1,1024000,0,3569	
3.673,133,0,0,1,1047272,0,3563	
3.674,706,0,0,1,1228800,0,3571	
3.675,1237,0,0,1,1262465,0,3566	
3.676,1474,0,0,1,950103,0,3568	
3.678,1365,0,0,1,1110361,0,3569	
3.678,1387,0,0,1,1166582,0,3573	
3.683,312,0,0,1,1152000,0,3577	
3.686,840,0,0,1,1137777,0,3577	
3.69,252,0,0,1,1035505,0,3585	
3.691,1182,0,0,1,990967,0,3582	
3.701,1451,0,0,1,1097142,0,3597	
3.762,887,0,0,1,1001739,0,3652	
3.882,1099,0,0,1,542117,0,3775	
3.885,326,0,0,1,377704,0,3775	
3.886,188,0,0,1,370120,0,3782	
3.902,329,0,0,1,653617,0,3801	
3.907,834,0,0,1,631232,0,3801	
3.908,957,0,0,1,551856,0,3807	
3.908,1143,0,0,1,545325,0,3805	
3.909,362,0,0,1,622702,0,3801	
3.91,1059,0,0,1,551856,0,3806	
3.92,1183,0,0,1,644475,0,3815	
3.921,978,0,0,1,667826,0,3817	
3.924,508,0,0,1,618523,0,3819	
3.94,1283,0,0,1,663021,0,3835	
3.943,1106,0,0,1,663021,0,3841	
3.962,1041,0,0,1,568888,0,3858	
3.967,118,0,0,1,576000,0,3859	
3.97,1160,0,0,1,653617,0,3860	
3.977,1033,0,0,1,587006,0,3874	
3.979,269,0,0,1,622702,0,3874	
3.988,1444,0,0,1,565398,0,3887	
3.99,445,0,0,1,649014,0,3889	
3.99,1362,0,0,1,614400,0,3885	
3.994,600,0,0,1,663021,0,3888	
3.996,1435,0,0,1,594580,0,3887	
3.997,319,0,0,1,618523,0,3894	
3.997,295,0,0,1,622702,0,3891	
4.066,1437,0,0,1,545325,0,3965	
4.067,954,0,0,1,614400,0,3964	
4.098,671,0,0,1,644475,0,3993	
4.19,1458,0,0,1,644475,0,4089	
4.613,57,0,0,1,86211,0,4510	
4.613,175,0,0,1,86211,0,4511	
4.614,218,0,0,1,86130,0,4510	
4.615,181,0,0,1,85254,0,4514	
4.616,95,0,0,1,86130,0,4511	
4.616,742,0,0,1,86050,0,4515	
4.616,1002,0,0,1,86130,0,4514	
4.616,310,0,0,1,86130,0,4515	
4.616,1352,0,0,1,86130,0,4511	
4.616,299,0,0,1,86130,0,4512	
4.616,294,0,0,1,86050,0,4514	
4.617,451,0,0,1,86130,0,4513	
4.617,187,0,0,1,86130,0,4514	
4.617,1384,0,0,1,86130,0,4513	
4.618,544,0,0,1,86211,0,4516	
4.618,1159,0,0,1,86050,0,4513	
4.618,130,0,0,1,86130,0,4513	
4.618,124,0,0,1,86130,0,4515	
4.618,850,0,0,1,86130,0,4514	
4.618,1448,0,0,1,86130,0,4511	
4.618,403,0,0,1,86050,0,4512	
4.619,1027,0,0,1,86130,0,4514	
4.619,1013,0,0,1,86130,0,4513	
4.619,1334,0,0,1,86130,0,4517	
4.619,240,0,0,1,85970,0,4512	
4.619,1261,0,0,1,86130,0,4516	
4.619,784,0,0,1,86130,0,4517	
4.62,541,0,0,1,86130,0,4516	
4.62,105,0,0,1,86130,0,4515	
4.62,702,0,0,1,86211,0,4515	
4.62,577,0,0,1,84861,0,4518	
4.62,93,0,0,1,86130,0,4519	
4.621,1382,0,0,1,85810,0,4515	
4.621,928,0,0,1,86373,0,4519	
4.621,692,0,0,1,86211,0,4517	
4.621,694,0,0,1,85970,0,4517	
4.621,1457,0,0,1,86130,0,4519	
4.621,943,0,0,1,86050,0,4520	
4.621,454,0,0,1,86050,0,4518	
4.622,1149,0,0,1,86130,0,4515	
4.622,197,0,0,1,86211,0,4516	
4.622,529,0,0,1,85412,0,4515	
4.622,1439,0,0,1,86130,0,4512	
4.622,1056,0,0,1,86130,0,4518	
4.622,607,0,0,1,85571,0,4518	
4.622,459,0,0,1,86454,0,4519	
4.622,950,0,0,1,86454,0,4516	
4.622,1276,0,0,1,86454,0,4520	
4.622,958,0,0,1,86211,0,4518	
4.622,1211,0,0,1,85175,0,4517	
4.622,270,0,0,1,85730,0,4521	
4.622,534,0,0,1,86130,0,4513	
4.623,1110,0,0,1,85890,0,4514	
4.623,873,0,0,1,85571,0,4520	
4.623,144,0,0,1,85890,0,4520	
4.623,467,0,0,1,85333,0,4516	
4.623,1095,0,0,1,85890,0,4521	
4.623,824,0,0,1,86050,0,4514	
4.623,770,0,0,1,85650,0,4522	
4.623,1128,0,0,1,85650,0,4520	
4.623,177,0,0,1,85412,0,4518	
4.623,1019,0,0,1,84318,0,4522	
4.623,1207,0,0,1,85890,0,4520	
4.623,857,0,0,1,86130,0,4522	
4.623,194,0,0,1,86211,0,4515	
4.623,321,0,0,1,86050,0,4513	
4.624,1164,0,0,1,85890,0,4515	
4.624,196,0,0,1,86050,0,4520	
4.624,696,0,0,1,85730,0,4518	
4.624,438,0,0,1,86130,0,4516	
4.624,1412,0,0,1,85096,0,4514	
4.624,354,0,0,1,85571,0,4522	
4.624,261,0,0,1,85175,0,4518	
4.624,900,0,0,1,86050,0,4518	
4.624,371,0,0,1,85571,0,4514	
4.625,941,0,0,1,86050,0,4515	
4.625,455,0,0,1,85018,0,4521	
4.625,1108,0,0,1,85890,0,4517	
4.625,1193,0,0,1,86130,0,4521	
4.625,1419,0,0,1,85254,0,4519	
4.625,466,0,0,1,85096,0,4524	
4.625,479,0,0,1,86050,0,4519	
4.626,334,0,0,1,86130,0,4520	
4.626,741,0,0,1,85412,0,4525	
4.626,697,0,0,1,86050,0,4525	
4.626,932,0,0,1,85571,0,4521	
4.626,789,0,0,1,86130,0,4517	
4.626,317,0,0,1,85970,0,4517	
4.626,82,0,0,1,86130,0,4524	
4.627,831,0,0,1,85254,0,4525	
4.627,358,0,0,1,85970,0,4523	
4.627,530,0,0,1,86050,0,4517	
4.627,757,0,0,1,86050,0,4518	
4.627,406,0,0,1,85254,0,4518	
4.627,395,0,0,1,85650,0,4526	
4.627,281,0,0,1,84241,0,4524	
4.627,1436,0,0,1,86211,0,4524	
4.628,341,0,0,1,85412,0,4525	
4.628,1415,0,0,1,86050,0,4521	
4.628,1282,0,0,1,86130,0,4518	
4.628,384,0,0,1,85970,0,4523	
4.628,808,0,0,1,85650,0,4525	
4.629,1275,0,0,1,85970,0,4521	
4.629,1414,0,0,1,85970,0,4520	
4.629,168,0,0,1,85970,0,4520	
4.629,1324,0,0,1,86130,0,4521	
4.629,289,0,0,1,84087,0,4528	
4.629,1386,0,0,1,86050,0,4522	
4.629,1168,0,0,1,85650,0,4525	
4.63,1078,0,0,1,86130,0,4522	
4.63,1289,0,0,1,86130,0,4521	
4.63,151,0,0,1,86130,0,4521	
4.63,1417,0,0,1,85491,0,4525	
4.63,738,0,0,1,84164,0,4529	
4.63,1105,0,0,1,85412,0,4528	
4.63,1165,0,0,1,86130,0,4522	
4.63,81,0,0,1,85096,0,4520	
4.63,688,0,0,1,86130,0,4520	
4.63,1032,0,0,1,85890,0,4525	
4.631,463,0,0,1,85890,0,4527	
4.631,967,0,0,1,86050,0,4522	
4.631,1236,0,0,1,85491,0,4530	
4.631,1473,0,0,1,85890,0,4523	
4.631,1323,0,0,1,85571,0,4522	
4.631,1410,0,0,1,85491,0,4529	
4.632,666,0,0,1,85333,0,4531	
4.632,1370,0,0,1,85412,0,4522	
4.632,616,0,0,1,85491,0,4530	
4.632,115,0,0,1,84164,0,4528	
4.632,949,0,0,1,86130,0,4529	
4.633,548,0,0,1,85571,0,4532	
4.633,673,0,0,1,85254,0,4528	
4.633,551,0,0,1,84472,0,4532	
4.633,432,0,0,1,84472,0,4530	
4.633,1178,0,0,1,84395,0,4528	
4.633,659,0,0,1,84783,0,4529	
4.634,748,0,0,1,86050,0,4525	
4.634,1274,0,0,1,86050,0,4524	
4.634,159,0,0,1,84472,0,4530	
4.634,416,0,0,1,85730,0,4533	
4.634,201,0,0,1,85890,0,4531	
4.634,886,0,0,1,86050,0,4524	
4.634,77,0,0,1,84164,0,4532	
4.635,488,0,0,1,86050,0,4533	
4.635,436,0,0,1,85254,0,4527	
4.635,693,0,0,1,85096,0,4529	
4.635,1048,0,0,1,84010,0,4529	
4.635,1395,0,0,1,86130,0,4534	
4.636,1376,0,0,1,85890,0,4526	
4.636,363,0,0,1,84395,0,4528	
4.636,835,0,0,1,85333,0,4534	
4.636,799,0,0,1,84164,0,4533	
4.636,1470,0,0,1,85254,0,4535	
4.637,1051,0,0,1,84395,0,4529	
4.637,1302,0,0,1,84241,0,4536	
4.637,1040,0,0,1,86050,0,4535	
4.637,222,0,0,1,85650,0,4533	
4.637,486,0,0,1,85333,0,4527	
4.637,418,0,0,1,85810,0,4533	
4.637,290,0,0,1,85970,0,4528	
4.638,946,0,0,1,84395,0,4534	
4.638,323,0,0,1,85890,0,4535	
4.638,968,0,0,1,85096,0,4529	
4.638,866,0,0,1,85571,0,4536	
4.638,1199,0,0,1,84395,0,4537	
4.639,989,0,0,1,84783,0,4535	
4.639,595,0,0,1,84010,0,4537	
4.639,381,0,0,1,83934,0,4534	
4.639,749,0,0,1,84472,0,4536	
4.639,259,0,0,1,85018,0,4538	
4.64,822,0,0,1,85333,0,4539	
4.64,675,0,0,1,86130,0,4539	
4.64,88,0,0,1,84783,0,4530	
4.64,311,0,0,1,86130,0,4538	
4.641,1425,0,0,1,84087,0,4540	
4.641,114,0,0,1,84861,0,4540	
4.642,564,0,0,1,86211,0,4538	
4.642,1254,0,0,1,84472,0,4539	
4.642,346,0,0,1,85491,0,4540	
4.643,735,0,0,1,86130,0,4539	
4.643,980,0,0,1,84010,0,4533	
4.643,912,0,0,1,85096,0,4533	
4.643,163,0,0,1,85810,0,4542	
4.643,632,0,0,1,86130,0,4534	
4.644,277,0,0,1,85096,0,4541	
4.644,1235,0,0,1,84087,0,4536	
4.644,540,0,0,1,85175,0,4543	
4.644,1424,0,0,1,86050,0,4539	
4.645,1347,0,0,1,86130,0,4535	
4.645,1329,0,0,1,86130,0,4540	
4.645,206,0,0,1,86130,0,4539	
4.646,1434,0,0,1,84861,0,4543	
4.646,250,0,0,1,85571,0,4544	
4.646,422,0,0,1,86130,0,4536	
4.646,1455,0,0,1,86130,0,4541	
4.646,1247,0,0,1,86211,0,4536	
4.646,1003,0,0,1,85890,0,4541	
4.646,999,0,0,1,84861,0,4537	
4.646,937,0,0,1,86130,0,4539	
4.647,549,0,0,1,85650,0,4546	
4.647,699,0,0,1,86130,0,4546	
4.647,669,0,0,1,85650,0,4538	
4.647,129,0,0,1,86130,0,4538	
4.647,794,0,0,1,86211,0,4545	
4.647,1123,0,0,1,86050,0,4542	
4.647,1284,0,0,1,84861,0,4545	
4.648,523,0,0,1,85571,0,4547	
4.648,1066,0,0,1,85333,0,4546	
4.648,1351,0,0,1,84940,0,4544	
4.648,1442,0,0,1,85333,0,4547	
4.648,1231,0,0,1,84940,0,4547	
4.648,674,0,0,1,84940,0,4545	
4.648,1453,0,0,1,85571,0,4546	
4.648,137,0,0,1,86130,0,4539	
4.648,147,0,0,1,84395,0,4546	
4.648,235,0,0,1,85730,0,4547	
4.649,1076,0,0,1,85412,0,4543	
4.649,217,0,0,1,84318,0,4539	
4.649,961,0,0,1,86130,0,4547	
4.649,237,0,0,1,85491,0,4546	
4.649,514,0,0,1,85491,0,4546	
4.649,430,0,0,1,86292,0,4542	
4.649,1332,0,0,1,83934,0,4544	
4.649,397,0,0,1,85571,0,4545	
4.65,930,0,0,1,84395,0,4547	
4.65,522,0,0,1,85970,0,4548	
4.65,126,0,0,1,86130,0,4547	
4.65,210,0,0,1,85571,0,4547	
4.65,119,0,0,1,85491,0,4540	
4.651,1046,0,0,1,86211,0,4549	
4.651,189,0,0,1,84861,0,4548	
4.651,614,0,0,1,85650,0,4550	
4.651,877,0,0,1,86130,0,4543	
4.651,497,0,0,1,85175,0,4548	
4.651,80,0,0,1,85018,0,4542	
4.651,678,0,0,1,86130,0,4548	
4.651,330,0,0,1,85412,0,4549	
4.652,1466,0,0,1,83934,0,4545	
4.652,318,0,0,1,86050,0,4547	
4.652,500,0,0,1,84550,0,4551	
4.653,698,0,0,1,85096,0,4552	
4.653,258,0,0,1,84861,0,4551	
4.653,1314,0,0,1,84861,0,4552	
4.653,691,0,0,1,84940,0,4550	
4.653,372,0,0,1,86130,0,4552	
4.653,1141,0,0,1,84940,0,4543	
4.653,203,0,0,1,86130,0,4546	
4.653,571,0,0,1,85018,0,4552	
4.653,367,0,0,1,83934,0,4552	
4.654,328,0,0,1,84783,0,4549	
4.654,450,0,0,1,85571,0,4552	
4.654,68,0,0,1,85650,0,4552	
4.654,345,0,0,1,85096,0,4552	
4.654,902,0,0,1,85491,0,4546	
4.654,554,0,0,1,85096,0,4552	
4.654,123,0,0,1,85571,0,4547	
4.654,401,0,0,1,84861,0,4545	
4.655,1169,0,0,1,86130,0,4549	
4.655,1391,0,0,1,84940,0,4553	
4.655,641,0,0,1,86050,0,4546	
4.655,239,0,0,1,84861,0,4547	
4.655,117,0,0,1,85018,0,4553	
4.655,1450,0,0,1,86211,0,4552	
4.655,598,0,0,1,85650,0,4552	
4.655,1296,0,0,1,85096,0,4547	
4.656,1303,0,0,1,86130,0,4550	
4.656,620,0,0,1,85175,0,4546	
4.656,772,0,0,1,86050,0,4552	
4.656,202,0,0,1,85018,0,4548	
4.656,1462,0,0,1,85412,0,4546	
4.656,60,0,0,1,85175,0,4554	
4.656,944,0,0,1,85096,0,4549	
4.656,1310,0,0,1,84861,0,4554	
4.656,812,0,0,1,85650,0,4553	
4.656,141,0,0,1,84164,0,4549	
4.657,456,0,0,1,85571,0,4547	
4.657,150,0,0,1,84628,0,4551	
4.657,157,0,0,1,84940,0,4556	
4.657,1215,0,0,1,85018,0,4555	
4.657,1279,0,0,1,85412,0,4552	
4.657,800,0,0,1,85491,0,4549	
4.657,425,0,0,1,85571,0,4552	
4.657,338,0,0,1,86050,0,4554	
4.657,215,0,0,1,84783,0,4547	
4.657,284,0,0,1,85571,0,4550	
4.657,592,0,0,1,84940,0,4556	
4.657,1348,0,0,1,85412,0,4555	
4.658,1173,0,0,1,84705,0,4557	
4.658,207,0,0,1,85096,0,4553	
4.658,300,0,0,1,85491,0,4548	
4.658,955,0,0,1,85571,0,4550	
4.658,446,0,0,1,85650,0,4549	
4.658,139,0,0,1,84861,0,4554	
4.658,1092,0,0,1,85810,0,4549	
4.658,1113,0,0,1,84783,0,4553	
4.658,348,0,0,1,84861,0,4552	
4.658,798,0,0,1,84550,0,4552	
4.658,91,0,0,1,84318,0,4555	
4.658,1265,0,0,1,84705,0,4557	
4.658,1085,0,0,1,85018,0,4556	
4.658,1192,0,0,1,85491,0,4553	
4.658,695,0,0,1,85491,0,4555	
4.658,650,0,0,1,84861,0,4554	
4.658,1196,0,0,1,85491,0,4553	
4.659,483,0,0,1,85333,0,4553	
4.659,178,0,0,1,85018,0,4555	
4.659,264,0,0,1,85096,0,4555	
4.659,76,0,0,1,84940,0,4554	
4.659,1243,0,0,1,85412,0,4549	
4.659,198,0,0,1,84783,0,4558	
4.659,584,0,0,1,84783,0,4549	
4.659,205,0,0,1,85412,0,4554	
4.659,392,0,0,1,85412,0,4556	
4.659,662,0,0,1,84940,0,4557	
4.659,174,0,0,1,85571,0,4551	
4.659,505,0,0,1,85333,0,4555	
4.659,758,0,0,1,85018,0,4551	
4.659,797,0,0,1,84705,0,4551	
4.659,473,0,0,1,84164,0,4551	
4.659,1133,0,0,1,84861,0,4553	
4.659,67,0,0,1,85650,0,4552	
4.659,291,0,0,1,86130,0,4550	
4.659,705,0,0,1,84628,0,4553	
4.659,127,0,0,1,85018,0,4553	
4.659,1280,0,0,1,84940,0,4549	
4.659,645,0,0,1,85254,0,4550	
4.66,472,0,0,1,84861,0,4554	
4.66,552,0,0,1,84861,0,4554	
4.66,476,0,0,1,84861,0,4556	
4.66,331,0,0,1,84861,0,4557	
4.66,359,0,0,1,84087,0,4556	
4.66,948,0,0,1,84861,0,4557	
4.66,1240,0,0,1,84550,0,4550	
4.66,116,0,0,1,84861,0,4552	
4.66,209,0,0,1,85412,0,4552	
4.66,449,0,0,1,85571,0,4550	
4.66,481,0,0,1,84241,0,4558	
4.66,1152,0,0,1,84861,0,4557	
4.66,916,0,0,1,85571,0,4550	
4.66,241,0,0,1,84783,0,4556	
4.66,103,0,0,1,84861,0,4554	
4.66,1400,0,0,1,84010,0,4557	
4.66,164,0,0,1,85571,0,4552	
4.66,1021,0,0,1,85018,0,4553	
4.66,182,0,0,1,84472,0,4556	
4.66,661,0,0,1,85018,0,4550	
4.66,1061,0,0,1,85412,0,4556	
4.66,1245,0,0,1,84472,0,4556	
4.66,959,0,0,1,85491,0,4556	
4.66,320,0,0,1,84705,0,4551	
4.66,1339,0,0,1,84705,0,4552	
4.66,375,0,0,1,84550,0,4550	
4.66,687,0,0,1,85175,0,4558	
4.66,394,0,0,1,85018,0,4552	
4.661,536,0,0,1,85412,0,4554	
4.661,279,0,0,1,84550,0,4559	
4.661,1403,0,0,1,84164,0,4558	
4.661,1011,0,0,1,85018,0,4553	
4.661,84,0,0,1,85096,0,4554	
4.661,504,0,0,1,84940,0,4556	
4.661,1405,0,0,1,85571,0,4557	
4.661,1271,0,0,1,86130,0,4553	
4.661,1075,0,0,1,84705,0,4551	
4.661,609,0,0,1,84940,0,4556	
4.661,200,0,0,1,84861,0,4557	
4.661,670,0,0,1,84783,0,4551	
4.661,138,0,0,1,85018,0,4551	
4.662,1031,0,0,1,85571,0,4558	
4.662,135,0,0,1,84164,0,4556	
4.662,1132,0,0,1,84861,0,4553	
4.662,1197,0,0,1,85412,0,4552	
4.662,335,0,0,1,85491,0,4555	
4.662,303,0,0,1,84550,0,4560	
4.662,524,0,0,1,84550,0,4554	
4.662,233,0,0,1,84164,0,4553	
4.662,1360,0,0,1,84940,0,4553	
4.662,351,0,0,1,85650,0,4555	
4.662,893,0,0,1,85730,0,4554	
4.662,1014,0,0,1,85491,0,4553	
4.662,1062,0,0,1,84940,0,4553	
4.662,956,0,0,1,84472,0,4556	
4.662,283,0,0,1,84940,0,4554	
4.662,377,0,0,1,84861,0,4556	
4.662,485,0,0,1,85491,0,4554	
4.662,860,0,0,1,85018,0,4554	
4.662,827,0,0,1,83934,0,4554	
4.662,1063,0,0,1,84472,0,4555	
4.662,509,0,0,1,84861,0,4554	
4.662,1047,0,0,1,86130,0,4555	
4.662,287,0,0,1,84783,0,4552	
4.662,986,0,0,1,85412,0,4555	
4.663,495,0,0,1,85018,0,4556	
4.663,385,0,0,1,84861,0,4556	
4.663,307,0,0,1,84628,0,4556	
4.663,1009,0,0,1,84395,0,4557	
4.663,1308,0,0,1,85491,0,4554	
4.663,1320,0,0,1,84628,0,4557	
4.663,1300,0,0,1,84472,0,4559	
4.663,805,0,0,1,84940,0,4562	
4.663,148,0,0,1,85491,0,4558	
4.663,994,0,0,1,85096,0,4560	
4.663,1000,0,0,1,85096,0,4562	
4.663,499,0,0,1,84705,0,4559	
4.663,1321,0,0,1,85018,0,4558	
4.663,976,0,0,1,86050,0,4558	
4.663,966,0,0,1,85254,0,4556	
4.663,1097,0,0,1,84705,0,4557	
4.663,773,0,0,1,84861,0,4558	
4.664,230,0,0,1,83934,0,4562	
4.664,859,0,0,1,85571,0,4557	
4.664,58,0,0,1,84783,0,4557	
4.664,753,0,0,1,84628,0,4554	
4.664,1307,0,0,1,84940,0,4557	
4.664,478,0,0,1,84241,0,4554	
4.664,1445,0,0,1,84318,0,4559	
4.664,1206,0,0,1,84705,0,4555	
4.664,766,0,0,1,85412,0,4556	
4.664,308,0,0,1,84861,0,4557	
4.664,1345,0,0,1,84861,0,4557	
4.664,211,0,0,1,84010,0,4558	
4.664,724,0,0,1,85412,0,4558	
4.664,763,0,0,1,84861,0,4558	
4.664,1081,0,0,1,85571,0,4556	
4.664,424,0,0,1,85018,0,4558	
4.664,746,0,0,1,84940,0,4563	
4.664,212,0,0,1,84940,0,4557	
4.664,444,0,0,1,84940,0,4558	
4.665,1416,0,0,1,85018,0,4557	
4.665,1135,0,0,1,84472,0,4557	
4.665,1190,0,0,1,84861,0,4559	
4.665,736,0,0,1,84940,0,4557	
4.665,684,0,0,1,85412,0,4562	
4.665,1253,0,0,1,84940,0,4561	
4.665,343,0,0,1,85730,0,4557	
4.665,1166,0,0,1,85412,0,4561	
4.665,387,0,0,1,84783,0,4564	
4.665,891,0,0,1,85018,0,4559	
4.665,1117,0,0,1,84940,0,4558	
4.665,525,0,0,1,85175,0,4562	
4.666,1394,0,0,1,84472,0,4560	
4.666,1001,0,0,1,84395,0,4563	
4.666,1150,0,0,1,84628,0,4556	
4.666,458,0,0,1,85096,0,4563	
4.666,226,0,0,1,85333,0,4559	
4.666,778,0,0,1,84940,0,4556	
4.666,1369,0,0,1,85412,0,4562	
4.666,183,0,0,1,84783,0,4561	
4.666,464,0,0,1,85254,0,4559	
4.666,1115,0,0,1,84783,0,4561	
4.666,918,0,0,1,85175,0,4563	
4.667,389,0,0,1,84783,0,4561	
4.667,357,0,0,1,85096,0,4560	
4.667,1481,0,0,1,85333,0,4562	
4.667,1147,0,0,1,83934,0,4560	
4.667,1440,0,0,1,84010,0,4559	
4.667,911,0,0,1,84087,0,4562	
4.667,1216,0,0,1,84940,0,4561	
4.667,668,0,0,1,84783,0,4558	
4.667,1154,0,0,1,84318,0,4560	
4.667,1161,0,0,1,84705,0,4564	
4.667,1052,0,0,1,85890,0,4558	
4.667,369,0,0,1,84087,0,4557	
4.668,223,0,0,1,85175,0,4561	
4.668,462,0,0,1,84861,0,4563	
4.668,1018,0,0,1,84164,0,4560	
4.668,1340,0,0,1,85175,0,4558	
4.668,1044,0,0,1,84783,0,4559	
4.668,660,0,0,1,85018,0,4561	
4.668,908,0,0,1,84940,0,4561	
4.669,443,0,0,1,84861,0,4561	
4.669,603,0,0,1,84705,0,4559	
4.669,1336,0,0,1,85096,0,4563	
4.669,984,0,0,1,84705,0,4562	
4.669,410,0,0,1,84395,0,4562	
4.669,1204,0,0,1,83934,0,4564	
4.669,904,0,0,1,85254,0,4563	
4.669,1180,0,0,1,85333,0,4561	
4.669,263,0,0,1,85175,0,4567	
4.669,780,0,0,1,85175,0,4562	
4.669,707,0,0,1,85333,0,4566	
4.669,353,0,0,1,84164,0,4562	
4.67,155,0,0,1,84164,0,4561	
4.67,1176,0,0,1,85254,0,4566	
4.67,578,0,0,1,85970,0,4565	
4.67,1337,0,0,1,85175,0,4568	
4.67,415,0,0,1,84087,0,4562	
4.67,179,0,0,1,84940,0,4561	
4.671,399,0,0,1,85096,0,4569	
4.671,1171,0,0,1,84164,0,4567	
4.671,313,0,0,1,85175,0,4564	
4.671,804,0,0,1,84010,0,4568	
4.671,1301,0,0,1,84164,0,4562	
4.671,895,0,0,1,84550,0,4569	
4.671,517,0,0,1,85571,0,4562	
4.671,1359,0,0,1,85730,0,4566	
4.672,936,0,0,1,84861,0,4568	
4.672,1129,0,0,1,84010,0,4569	
4.672,1371,0,0,1,83934,0,4563	
4.672,896,0,0,1,85096,0,4570	
4.672,844,0,0,1,84164,0,4566	
4.672,917,0,0,1,84783,0,4562	
4.672,1393,0,0,1,84705,0,4566	
4.672,347,0,0,1,85254,0,4564	
4.672,1475,0,0,1,84164,0,4569	
4.672,409,0,0,1,85491,0,4566	
4.672,1464,0,0,1,85333,0,4562	
4.672,561,0,0,1,84783,0,4569	
4.672,1441,0,0,1,84395,0,4567	
4.673,556,0,0,1,85096,0,4567	
4.673,782,0,0,1,85333,0,4566	
4.673,926,0,0,1,85254,0,4565	
4.673,1377,0,0,1,85096,0,4568	
4.673,503,0,0,1,84940,0,4563	
4.674,713,0,0,1,84940,0,4569	
4.674,272,0,0,1,84705,0,4569	
4.674,1229,0,0,1,84395,0,4564	
4.674,644,0,0,1,85018,0,4564	
4.674,1463,0,0,1,84010,0,4572	
4.674,161,0,0,1,85018,0,4568	
