Node,StartUpDelay,AvgDownloadRate,StdDownloadRate,AvgBufferLevel,StdBufferLevel,StallEvents,RebufferingRatio,StallLabel,TotalStallingTime,AvgTimeStallingEvents,AvgVideoBitRate,AvgVideoQualityVariation,RSDVideoBitRate,AvgDownloadBitRate,Tinit,Frebuf,Trebuf,MOS
71,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
72,3906,1.21511e+06,42005.6,3.75,6.49519,0,0,NoStalling,0,0,632.5,208,63.6734,1.21511e+06,2,1,1,3.2476
73,4126,1.02674e+06,33222.1,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.02674e+06,2,1,1,3.2476
74,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
75,4005,1.22583e+06,51475.2,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22583e+06,2,1,1,3.2476
76,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
77,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
78,3905,1245291,15217.4,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1245291,2,1,1,3.2476
79,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
80,3912,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
81,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
82,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
83,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
84,3905,1232038,40746.1,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232038,2,1,1,3.2476
85,3905,1.13393e+06,85826,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.13393e+06,2,1,1,3.2476
86,3905,1.23251e+06,39882.9,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.23251e+06,2,1,1,3.2476
87,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
88,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
89,4126,1.02674e+06,33222.1,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.02674e+06,2,1,1,3.2476
90,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
91,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
92,3906,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
93,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
94,0,0,0,0,0,0,0,NoStalling,0,0,0,0,0,0,3,1,1,3.1804
95,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
96,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
97,4105,1186377,119751,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1186377,2,1,1,3.2476
98,3905,1.24098e+06,22495,0,0,0,0,NoStalling,0,0,683.5,106,59.1073,1.24098e+06,2,1,1,3.2476
99,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
100,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
101,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
102,4126,1183017,123329,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1183017,2,1,1,3.2476
103,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
104,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
105,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
106,4012,1.22536e+06,52282.1,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.22536e+06,2,1,1,3.2476
107,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
108,4019,1228557,46525.5,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1228557,2,1,1,3.2476
109,4112,1.18468e+06,118731,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1.18468e+06,2,1,1,3.2476
110,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
111,3905,1232527,39901.8,0,0,0,0,NoStalling,0,0,632.5,208,63.6734,1232527,2,1,1,3.2476
112,4126,1.02679e+06,33244.4,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.02679e+06,2,1,1,3.2476
113,4126,1.02679e+06,33244.4,0,0,0,0,NoStalling,0,0,579.5,208,63.068,1.02679e+06,2,1,1,3.2476
