Time	Node	UserId	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
5.43668	12	0	0	1	551856	2	5436	
5.44595	10	0	0	1	545325	2	5445	
5.45532	14	0	0	1	565398	2	5455	
5.46653	18	0	0	1	551856	2	5466	
5.47268	2	0	0	1	561951	2	5472	
5.47673	4	0	0	1	565398	2	5476	
5.48107	13	0	0	1	572422	2	5481	
5.48515	9	0	0	1	576000	2	5485	
5.48914	3	0	0	1	579622	0	5489	
5.49321	7	0	0	1	583291	0	5493	
5.50596	21	0	0	1	561951	0	5505	
5.53096	16	0	0	1	529655	2	5530	
7.08731	5	0	0	1	208979	2	7087	
7.08944	6	0	0	1	208506	2	7089	
7.1055	8	0	0	1	212840	2	7105	
7.10776	15	0	0	1	212350	2	7107	
7.10999	17	0	0	1	212350	2	7109	
7.13334	20	0	0	1	102742	2	7133	
7.43668	12	0	1	8	598218	0	0	
7.44595	10	0	1	7	612068	2	0	
7.45532	14	0	1	8	786535	2	0	
7.46653	18	0	1	8	769577	2	0	
7.47268	2	0	1	8	784887	2	0	
7.47673	4	0	1	8	781614	2	0	
7.48107	13	0	1	8	783247	2	0	
7.48515	9	0	1	8	570013	2	0	
7.48914	3	0	1	8	223818	0	0	
7.49321	7	0	1	8	344946	0	0	
7.50596	21	0	1	8	362460	0	0	
7.53096	16	0	1	7	361614	0	0	
9.08731	5	0	1	3	319921	2	0	
9.08944	6	0	1	3	318745	2	0	
9.1055	8	0	1	3	176575	2	0	
9.10776	15	0	1	3	314505	2	0	
9.10999	17	0	1	3	312615	2	0	
9.13334	20	0	1	1	99096	4	0	
9.44595	10	0	2	9	524028	2	0	
9.45532	14	0	2	10	996705	2	0	
9.46653	18	0	2	10	884186	2	0	
9.47268	2	0	2	10	637957	2	0	
9.47673	4	0	2	10	656752	4	0	
9.48107	13	0	2	10	494736	2	0	
9.48515	9	0	2	9	720539	4	0	
9.48913	3	0	2	6	370632	0	0	
9.49321	7	0	2	7	312104	2	0	
9.50596	21	0	2	8	208386	0	0	
9.53096	16	0	2	7	242162	0	0	
11.0873	5	0	2	6	458534	2	0	
11.0894	6	0	2	6	459347	2	0	
11.1055	8	0	2	3	325934	2	0	
11.1078	15	0	2	6	457320	4	0	
11.11	17	0	2	6	453716	4	0	
11.1333	20	0	2	2	150513	4	0	
11.446	10	0	3	9	605338	2	0	
11.4553	14	0	3	11	705259	4	0	
11.4665	18	0	3	11	709383	2	0	
11.4727	2	0	3	10	612668	2	0	
11.4767	4	0	3	10	789624	2	0	
11.4811	13	0	3	9	551935	2	0	
11.4851	9	0	3	10	829161	4	0	
11.4932	7	0	3	7	573440	2	0	
11.506	21	0	3	6	328146	0	0	
11.9891	3	0	3	7	184636	0	500	
12.031	16	0	3	6	135995	0	500	
13.0873	5	0	3	8	259455	2	0	
13.0894	6	0	3	8	259725	2	0	
13.1055	8	0	3	6	365404	4	0	
13.1078	15	0	3	8	380491	4	0	
13.11	17	0	3	8	379336	4	0	
13.1333	20	0	3	3	279372	4	0	
13.446	10	0	4	10	673152	2	0	
13.4553	14	0	4	10	607530	4	0	
13.4665	18	0	4	10	517024	0	0	
13.4727	2	0	4	10	674326	4	0	
13.4767	4	0	4	10	708971	2	0	
13.4811	13	0	4	9	809824	2	0	
13.4851	9	0	4	10	715977	2	0	
13.4932	7	0	4	8	567424	0	0	
13.506	21	0	4	6	523906	2	0	
14.031	16	0	4	4	326197	0	0	
14.0891	3	0	4	5	209256	0	100	
15.0873	5	0	4	6	276343	2	0	
15.0894	6	0	4	6	275902	2	0	
15.1055	8	0	4	7	317949	4	0	
15.1078	15	0	4	8	606446	4	0	
15.11	17	0	4	8	609404	4	0	
15.1333	20	0	4	5	396387	4	0	
15.446	10	0	5	10	621871	2	0	
15.4553	14	0	5	10	793950	4	0	
15.4665	18	0	5	10	284109	0	0	
15.4727	2	0	5	10	657870	4	0	
15.4767	4	0	5	10	294653	2	0	
15.4811	13	0	5	10	699558	4	0	
15.4851	9	0	5	10	827386	2	0	
15.4932	7	0	5	9	234847	0	0	
15.506	21	0	5	8	481418	2	0	
16.031	16	0	5	6	407987	2	0	
16.0891	3	0	5	5	443699	0	0	
17.0873	5	0	5	6	207009	2	0	
17.0894	6	0	5	6	206596	2	0	
17.1055	8	0	5	7	391694	4	0	
17.1078	15	0	5	9	922705	2	0	
17.11	17	0	5	9	920222	4	0	
17.1333	20	0	5	7	370971	6	0	
17.446	10	0	6	10	534918	2	0	
17.4553	14	0	6	10	631355	2	0	
17.4665	18	0	6	8	406269	0	0	
17.4727	2	0	6	10	764622	2	0	
17.4767	4	0	6	8	413440	2	0	
